MEM,Memory MB TI6304006020866,memtotal,hightotal,lowtotal,swaptotal,memfree,highfree,lowfree,swapfree,memshared,cached,active,bigfree,buffers,swapcached,inactive
MEM,T0001,15677.4,-0.0,-0.0,1956.0,7041.1,-0.0,-0.0,1956.0,185.8,3696.7,2744.9,-1.0,424.2,0.0,2823.1
MEM,T0002,15677.4,-0.0,-0.0,1956.0,6758.1,-0.0,-0.0,1956.0,159.8,3670.7,2968.9,-1.0,424.2,0.0,2823.1
MEM,T0003,15677.4,-0.0,-0.0,1956.0,6502.2,-0.0,-0.0,1956.0,139.8,3650.7,3201.6,-1.0,424.2,0.0,2823.1
MEM,T0004,15677.4,-0.0,-0.0,1956.0,6252.0,-0.0,-0.0,1956.0,139.8,3651.5,3313.6,-1.0,424.2,0.0,2823.9
MEM,T0005,15677.4,-0.0,-0.0,1956.0,5957.1,-0.0,-0.0,1956.0,139.8,3652.9,3416.3,-1.0,424.2,0.0,2825.3
MEM,T0006,15677.4,-0.0,-0.0,1956.0,5832.1,-0.0,-0.0,1956.0,139.8,3654.0,3459.1,-1.0,424.2,0.0,2826.4
MEM,T0007,15677.4,-0.0,-0.0,1956.0,5662.8,-0.0,-0.0,1956.0,139.8,3654.5,3528.8,-1.0,424.2,0.0,2826.9
MEM,T0008,15677.4,-0.0,-0.0,1956.0,5418.7,-0.0,-0.0,1956.0,139.8,3655.6,3608.7,-1.0,424.2,0.0,2828.1
MEM,T0009,15677.4,-0.0,-0.0,1956.0,5264.8,-0.0,-0.0,1956.0,139.8,3656.8,3685.6,-1.0,424.2,0.0,2829.2
MEM,T0010,15677.4,-0.0,-0.0,1956.0,5044.4,-0.0,-0.0,1956.0,163.1,3728.0,3777.2,-1.0,424.6,0.0,2869.7
MEM,T0011,15677.4,-0.0,-0.0,1956.0,5015.0,-0.0,-0.0,1956.0,174.0,3751.1,3822.1,-1.0,425.3,0.0,2879.6
MEM,T0012,15677.4,-0.0,-0.0,1956.0,5004.7,-0.0,-0.0,1956.0,174.3,3752.0,3843.8,-1.0,425.3,0.0,2880.5
MEM,T0013,15677.4,-0.0,-0.0,1956.0,5012.7,-0.0,-0.0,1956.0,174.3,3752.1,3811.8,-1.0,425.3,0.0,2880.6
MEM,T0014,15677.4,-0.0,-0.0,1956.0,5012.2,-0.0,-0.0,1956.0,158.4,3736.3,3812.2,-1.0,425.3,0.0,2880.6
MEM,T0015,15677.4,-0.0,-0.0,1956.0,5029.5,-0.0,-0.0,1956.0,158.4,3736.2,3813.2,-1.0,425.3,0.0,2880.6
MEM,T0016,15677.4,-0.0,-0.0,1956.0,5006.2,-0.0,-0.0,1956.0,178.4,3756.2,3814.9,-1.0,425.3,0.0,2880.6
MEM,T0017,15677.4,-0.0,-0.0,1956.0,4992.7,-0.0,-0.0,1956.0,173.2,3751.0,3817.0,-1.0,425.3,0.0,2880.6
