CPU_ALL,CPU Total TI6304006020866,User%,Sys%,Wait%
CPU_ALL,T0001,23.5,3.8,1.6
CPU_ALL,T0002,8.1,0.5,0.1
CPU_ALL,T0003,9.8,2.9,0.1
CPU_ALL,T0004,18.4,9.1,0.0
CPU_ALL,T0005,20.1,11.8,0.1
CPU_ALL,T0006,19.3,11.7,0.0
CPU_ALL,T0007,23.2,14.7,0.0
CPU_ALL,T0008,19.8,14.6,0.0
CPU_ALL,T0009,22.2,26.0,0.0
CPU_ALL,T0010,21.0,30.7,0.3
CPU_ALL,T0011,19.4,66.6,0.0
CPU_ALL,T0012,23.0,70.0,0.0
CPU_ALL,T0013,21.6,71.4,0.0
CPU_ALL,T0014,18.3,55.5,0.0
CPU_ALL,T0015,16.8,51.1,0.0
CPU_ALL,T0016,16.2,56.0,0.0
CPU_ALL,T0017,13.3,80.5,0.0
CPU_ALL,T0018,12.0,79.3,0.0
CPU_ALL,T0019,10.4,84.2,0.0
CPU_ALL,T0020,10.6,73.8,0.3
CPU_ALL,T0021,11.5,80.9,0.0
CPU_ALL,T0022,15.9,82.2,0.0
CPU_ALL,T0023,18.7,79.3,0.0
CPU_ALL,T0024,20.3,78.9,0.0
CPU_ALL,T0025,20.2,79.0,0.0
CPU_ALL,T0026,20.2,78.5,0.0
CPU_ALL,T0027,21.0,78.0,0.0
CPU_ALL,T0028,21.4,78.1,0.0
CPU_ALL,T0029,20.3,79.0,0.0
CPU_ALL,T0030,20.2,78.0,0.0
CPU_ALL,T0031,19.8,79.1,0.0
CPU_ALL,T0032,21.2,77.3,0.0
CPU_ALL,T0033,21.1,78.4,0.0
CPU_ALL,T0034,21.2,78.2,0.0
CPU_ALL,T0035,21.4,78.0,0.0
CPU_ALL,T0036,20.4,78.7,0.0
CPU_ALL,T0037,21.2,77.2,0.0
CPU_ALL,T0038,20.8,78.2,0.0
CPU_ALL,T0039,20.1,79.3,0.0
CPU_ALL,T0040,21.6,77.6,0.0
CPU_ALL,T0041,20.6,78.5,0.0
CPU_ALL,T0042,21.1,78.4,0.0
CPU_ALL,T0043,21.7,78.0,0.0
CPU_ALL,T0044,19.9,78.7,0.0
CPU_ALL,T0045,19.9,78.7,0.1
CPU_ALL,T0046,20.7,78.5,0.0
CPU_ALL,T0047,20.9,75.2,0.0
CPU_ALL,T0048,21.6,77.7,0.0
CPU_ALL,T0049,19.9,77.8,0.0
CPU_ALL,T0050,20.7,78.9,0.0
CPU_ALL,T0051,19.9,78.7,0.0
CPU_ALL,T0052,21.5,77.2,0.0
CPU_ALL,T0053,19.9,78.6,0.0
CPU_ALL,T0054,20.6,77.7,0.0
CPU_ALL,T0055,21.8,77.2,0.0
CPU_ALL,T0056,20.6,77.9,0.0
CPU_ALL,T0057,21.5,77.7,0.0
CPU_ALL,T0058,20.5,78.1,0.0
CPU_ALL,T0059,20.3,78.5,0.0
CPU_ALL,T0060,21.4,78.0,0.0
CPU_ALL,T0061,21.0,78.6,0.0
CPU_ALL,T0062,21.0,77.2,0.0
CPU_ALL,T0063,20.4,78.8,0.0
CPU_ALL,T0064,20.4,78.7,0.0
CPU_ALL,T0065,20.2,77.6,0.0
CPU_ALL,T0066,20.6,78.8,0.0
CPU_ALL,T0067,20.2,78.1,0.0
CPU_ALL,T0068,21.8,77.1,0.0
CPU_ALL,T0069,21.7,76.9,0.0
CPU_ALL,T0070,24.5,73.7,0.0
CPU_ALL,T0071,27.4,71.8,0.0
CPU_ALL,T0072,29.9,68.8,0.0
CPU_ALL,T0073,29.4,68.8,0.0
CPU_ALL,T0074,29.3,69.4,0.0
CPU_ALL,T0075,29.2,69.1,0.0
CPU_ALL,T0076,29.6,69.4,0.0
CPU_ALL,T0077,28.5,67.4,0.0
CPU_ALL,T0078,29.4,69.3,0.0
CPU_ALL,T0079,27.9,71.0,0.0
CPU_ALL,T0080,29.5,69.7,0.0
CPU_ALL,T0081,29.2,69.8,0.0
CPU_ALL,T0082,29.5,69.5,0.0
CPU_ALL,T0083,27.2,71.8,0.0
CPU_ALL,T0084,29.3,69.2,0.0
CPU_ALL,T0085,28.9,69.6,0.0
CPU_ALL,T0086,29.0,70.1,0.0
CPU_ALL,T0087,29.4,69.5,0.0
CPU_ALL,T0088,28.5,70.5,0.0
CPU_ALL,T0089,29.3,69.5,0.0
CPU_ALL,T0090,29.3,69.4,0.1
CPU_ALL,T0091,29.1,69.3,0.0
CPU_ALL,T0092,29.0,69.5,0.0
CPU_ALL,T0093,28.5,69.1,0.0
CPU_ALL,T0094,28.4,69.3,0.0
CPU_ALL,T0095,28.6,69.1,0.0
