CPU_ALL,CPU Total TI6304006020866,User%,Sys%,Wait%
CPU_ALL,T0001,24.9,3.8,1.4
CPU_ALL,T0002,8.0,0.7,0.0
CPU_ALL,T0003,11.1,3.3,0.0
CPU_ALL,T0004,18.4,9.3,0.0
CPU_ALL,T0005,21.1,11.5,1.4
CPU_ALL,T0006,18.0,9.5,0.0
CPU_ALL,T0007,24.5,23.7,0.0
CPU_ALL,T0008,20.4,13.2,0.0
CPU_ALL,T0009,22.0,24.1,0.0
CPU_ALL,T0010,26.4,26.5,1.9
CPU_ALL,T0011,22.4,59.9,0.9
CPU_ALL,T0012,25.8,67.7,0.0
CPU_ALL,T0013,21.4,75.7,0.0
CPU_ALL,T0014,21.1,76.6,0.0
CPU_ALL,T0015,21.3,77.2,0.0
CPU_ALL,T0016,20.9,77.5,0.0
CPU_ALL,T0017,21.3,77.3,0.0
CPU_ALL,T0018,21.5,75.1,0.0
CPU_ALL,T0019,21.1,77.9,0.0
CPU_ALL,T0020,21.5,77.2,0.1
CPU_ALL,T0021,22.8,76.4,0.0
CPU_ALL,T0022,21.8,77.4,0.0
CPU_ALL,T0023,21.3,78.1,0.0
CPU_ALL,T0024,21.0,78.2,0.0
CPU_ALL,T0025,20.9,77.8,0.0
CPU_ALL,T0026,21.5,78.0,0.0
CPU_ALL,T0027,21.0,78.5,0.0
CPU_ALL,T0028,20.5,78.6,0.0
CPU_ALL,T0029,21.9,77.7,0.0
CPU_ALL,T0030,21.6,77.4,0.0
CPU_ALL,T0031,22.9,76.7,0.0
CPU_ALL,T0032,21.3,77.4,0.0
CPU_ALL,T0033,21.9,77.6,0.0
CPU_ALL,T0034,22.5,77.4,0.0
CPU_ALL,T0035,21.0,78.1,0.0
CPU_ALL,T0036,22.1,77.4,0.0
CPU_ALL,T0037,20.6,79.2,0.0
CPU_ALL,T0038,20.7,77.9,0.0
CPU_ALL,T0039,20.8,78.5,0.0
CPU_ALL,T0040,20.9,78.5,0.0
CPU_ALL,T0041,21.4,77.6,0.0
CPU_ALL,T0042,21.9,75.9,0.0
CPU_ALL,T0043,21.0,77.8,0.0
CPU_ALL,T0044,21.1,76.6,0.0
CPU_ALL,T0045,20.5,78.6,0.0
CPU_ALL,T0046,21.8,77.8,0.0
CPU_ALL,T0047,22.2,77.7,0.0
CPU_ALL,T0048,21.0,77.6,0.0
CPU_ALL,T0049,19.8,79.2,0.0
CPU_ALL,T0050,21.7,77.6,0.0
CPU_ALL,T0051,21.5,78.5,0.0
CPU_ALL,T0052,20.6,78.6,0.0
CPU_ALL,T0053,21.6,76.3,0.0
CPU_ALL,T0054,20.6,78.8,0.0
CPU_ALL,T0055,21.4,77.5,0.0
CPU_ALL,T0056,20.2,78.1,0.0
CPU_ALL,T0057,20.3,78.4,0.0
CPU_ALL,T0058,20.3,78.1,0.0
CPU_ALL,T0059,20.8,78.2,0.0
CPU_ALL,T0060,20.1,78.6,0.0
CPU_ALL,T0061,20.2,78.3,0.0
CPU_ALL,T0062,20.9,77.7,0.0
CPU_ALL,T0063,21.0,77.6,0.0
CPU_ALL,T0064,21.7,76.1,0.0
CPU_ALL,T0065,19.2,76.2,0.0
CPU_ALL,T0066,22.3,77.4,0.0
CPU_ALL,T0067,21.2,77.1,0.0
CPU_ALL,T0068,21.6,77.3,0.0
CPU_ALL,T0069,21.7,76.6,0.0
CPU_ALL,T0070,23.4,74.1,0.1
CPU_ALL,T0071,26.8,71.7,0.0
CPU_ALL,T0072,29.2,69.7,0.0
CPU_ALL,T0073,29.1,69.1,0.0
CPU_ALL,T0074,29.5,69.2,0.0
CPU_ALL,T0075,28.1,70.2,0.1
CPU_ALL,T0076,28.6,69.4,0.0
CPU_ALL,T0077,28.9,69.1,0.0
CPU_ALL,T0078,29.5,69.9,0.0
CPU_ALL,T0079,28.1,70.8,0.0
CPU_ALL,T0080,28.6,69.9,0.0
CPU_ALL,T0081,29.6,68.8,0.0
CPU_ALL,T0082,28.8,69.5,0.0
CPU_ALL,T0083,29.2,70.0,0.0
CPU_ALL,T0084,28.6,70.1,0.0
CPU_ALL,T0085,28.8,69.6,0.0
CPU_ALL,T0086,29.3,69.2,0.0
CPU_ALL,T0087,29.7,69.2,0.0
CPU_ALL,T0088,29.2,69.2,0.0
CPU_ALL,T0089,28.5,69.9,0.0
CPU_ALL,T0090,28.3,68.5,0.0
CPU_ALL,T0091,29.0,67.8,0.0
CPU_ALL,T0092,28.4,69.4,0.0
