1747409038.5448697,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.5506663,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.5570629,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.5692427,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.5789545,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.5829523,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.587108,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.5917246,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.5965185,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.6014345,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.6055138,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.610203,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.6138806,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.6185431,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.6221209,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.6260364,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.6311488,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.6355536,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.6395233,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.6436872,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.6482477,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.6524262,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.6565545,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.6613164,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.6654217,172.18.0.3,172.18.0.2,3,38,0,1,0
1747409038.6695008,172.18.0.3,172.18.0.2,3,36,0,1,0
1747409038.6731005,172.18.0.3,172.18.0.2,3,28,0,1,0
1747409038.6767282,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.6808445,172.18.0.3,172.18.0.2,3,36,0,1,0
1747409038.684566,172.18.0.3,172.18.0.2,3,29,0,1,0
1747409038.6884236,172.18.0.3,172.18.0.2,3,28,0,1,0
1747409038.6921918,172.18.0.3,172.18.0.2,3,39,0,1,0
1747409038.6958654,172.18.0.3,172.18.0.2,3,39,0,1,0
1747409038.6995232,172.18.0.3,172.18.0.2,3,39,0,1,0
1747409038.7047668,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.708875,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.715063,172.18.0.3,172.18.0.2,3,39,0,1,0
1747409038.719411,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.723563,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.7280717,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.7324555,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.7424183,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.7462544,172.18.0.3,172.18.0.2,3,36,0,1,0
1747409038.7500598,172.18.0.3,172.18.0.2,3,39,0,1,0
1747409038.753783,172.18.0.3,172.18.0.2,3,37,0,1,0
1747409038.7574391,172.18.0.3,172.18.0.2,3,37,0,1,0
1747409038.7611773,172.18.0.3,172.18.0.2,3,37,0,1,0
1747409038.7648695,172.18.0.3,172.18.0.2,3,29,0,1,0
1747409038.7688866,172.18.0.3,172.18.0.2,3,38,0,1,0
1747409038.7726438,172.18.0.3,172.18.0.2,3,36,0,1,0
1747409038.7763348,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.780016,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.784272,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.7887611,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.7947533,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.79911,172.18.0.3,172.18.0.2,3,29,0,1,0
1747409038.802771,172.18.0.3,172.18.0.2,3,37,0,1,0
1747409038.8071203,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.8116815,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.8158526,172.18.0.3,172.18.0.2,3,29,0,1,0
1747409038.8196685,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.8242495,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.8284595,172.18.0.3,172.18.0.2,3,29,0,1,0
1747409038.833319,172.18.0.3,172.18.0.2,3,39,0,1,0
1747409038.8372073,172.18.0.3,172.18.0.2,3,37,0,1,0
1747409038.8414013,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.8458247,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.850168,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.8542516,172.18.0.3,172.18.0.2,3,29,0,1,0
1747409038.8587978,172.18.0.3,172.18.0.2,3,39,0,1,0
1747409038.8625758,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.866536,172.18.0.3,172.18.0.2,3,37,0,1,0
1747409038.8710623,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.875076,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.881549,172.18.0.3,172.18.0.2,3,37,0,1,0
1747409038.8896997,172.18.0.3,172.18.0.2,3,29,0,1,0
1747409038.8936,172.18.0.3,172.18.0.2,3,29,0,1,0
1747409038.8986926,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.902953,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.9085274,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.9125388,172.18.0.3,172.18.0.2,3,30,0,1,0
1747409038.9167423,172.18.0.3,172.18.0.2,3,30,0,1,0
1747409038.9211996,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.9252887,172.18.0.3,172.18.0.2,3,38,0,1,0
1747409038.929058,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.9332247,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.9386718,172.18.0.3,172.18.0.2,3,38,0,1,0
1747409038.9422698,172.18.0.3,172.18.0.2,3,30,0,1,0
1747409038.946,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.9503105,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.9540117,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.9578266,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.9619281,172.18.0.3,172.18.0.2,3,40,0,1,0
1747409038.9656904,172.18.0.3,172.18.0.2,3,38,0,1,0
1747409038.9695547,172.18.0.3,172.18.0.2,3,30,0,1,0
1747409038.9743483,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.9787815,172.18.0.3,172.18.0.2,3,30,0,1,0
1747409038.9835875,172.18.0.3,172.18.0.2,3,38,0,1,0
1747409038.9877172,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409038.991816,172.18.0.3,172.18.0.2,3,40,0,1,0
1747409038.9955566,172.18.0.3,172.18.0.2,3,38,0,1,0
1747409039.0007534,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.0053158,172.18.0.3,172.18.0.2,3,40,0,1,0
1747409039.0089548,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.0141113,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.019739,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.023995,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.0292516,172.18.0.3,172.18.0.2,3,30,0,1,0
1747409039.0330436,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.0375335,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.0415757,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.047165,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.055755,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.0640652,172.18.0.3,172.18.0.2,3,38,0,1,0
1747409039.0719516,172.18.0.3,172.18.0.2,3,30,0,1,0
1747409039.0795357,172.18.0.3,172.18.0.2,3,30,0,1,0
1747409039.0851789,172.18.0.3,172.18.0.2,3,40,0,1,0
1747409039.0892699,172.18.0.3,172.18.0.2,3,40,0,1,0
1747409039.093128,172.18.0.3,172.18.0.2,3,30,0,1,0
1747409039.097001,172.18.0.3,172.18.0.2,3,30,0,1,0
1747409039.1014254,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.1051216,172.18.0.3,172.18.0.2,3,40,0,1,0
1747409039.1090286,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.1139386,172.18.0.3,172.18.0.2,3,30,0,1,0
1747409039.1179187,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.1220958,172.18.0.3,172.18.0.2,3,30,0,1,0
1747409039.125952,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.1304526,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.1345706,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.1383443,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.1420403,172.18.0.3,172.18.0.2,3,38,0,1,0
1747409039.1462953,172.18.0.3,172.18.0.2,3,30,0,1,0
1747409039.1511023,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.1553264,172.18.0.3,172.18.0.2,3,38,0,1,0
1747409039.1590145,172.18.0.3,172.18.0.2,3,30,0,1,0
1747409039.1628134,172.18.0.3,172.18.0.2,3,38,0,1,0
1747409039.1665344,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.171187,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.174905,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.1786242,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.1823175,172.18.0.3,172.18.0.2,3,38,0,1,0
1747409039.186188,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.1919985,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.1960754,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.2004445,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.2046862,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.2108712,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.214723,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.219156,172.18.0.3,172.18.0.2,3,30,0,1,0
1747409039.222911,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.2270327,172.18.0.3,172.18.0.2,3,38,0,1,0
1747409039.2309117,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.2356615,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.2397673,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.244262,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.248472,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.2526524,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.2564116,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.2606285,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.2646575,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.2693293,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.2731042,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.2814188,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.2892544,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.3000684,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.3091857,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.3147845,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.3192437,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.3228672,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.327111,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.3314068,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.33575,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.3400226,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.3441188,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.3479524,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.3520072,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.3557801,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.3601282,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.3643286,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.3683963,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.3728209,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.376923,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.380642,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.384655,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.3883777,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.3922331,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.396326,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.401091,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.4052532,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.4091322,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.412978,172.18.0.3,172.18.0.2,1,4,0,0,0
1747409039.4167092,172.18.0.3,172.18.0.2,1,4,0,0,0
