CPU_ALL,CPU Total TI6304006020866,User%,Sys%,Wait%
CPU_ALL,T0001,25.0,4.2,1.5
CPU_ALL,T0002,7.9,0.5,0.0
CPU_ALL,T0003,11.3,3.1,0.0
CPU_ALL,T0004,19.2,9.7,0.0
CPU_ALL,T0005,20.9,12.6,0.7
CPU_ALL,T0006,19.2,14.2,0.0
CPU_ALL,T0007,22.4,13.9,0.0
CPU_ALL,T0008,20.3,13.6,0.0
CPU_ALL,T0009,22.2,26.0,0.0
CPU_ALL,T0010,19.5,31.5,0.3
CPU_ALL,T0011,21.8,66.0,0.0
CPU_ALL,T0012,25.7,68.1,0.0
CPU_ALL,T0013,22.1,75.3,0.0
CPU_ALL,T0014,20.9,76.5,0.0
CPU_ALL,T0015,21.6,76.4,0.1
CPU_ALL,T0016,21.3,76.2,0.0
CPU_ALL,T0017,20.2,76.4,0.0
CPU_ALL,T0018,19.8,77.2,0.0
CPU_ALL,T0019,21.3,75.3,0.0
CPU_ALL,T0020,22.3,76.9,0.0
CPU_ALL,T0021,22.6,75.3,0.0
CPU_ALL,T0022,20.5,78.2,0.0
CPU_ALL,T0023,22.0,76.8,0.0
CPU_ALL,T0024,22.9,76.6,0.0
CPU_ALL,T0025,21.4,77.5,0.0
CPU_ALL,T0026,21.4,78.0,0.0
CPU_ALL,T0027,22.6,76.8,0.0
CPU_ALL,T0028,21.6,78.0,0.0
CPU_ALL,T0029,20.9,78.2,0.0
CPU_ALL,T0030,21.3,77.5,0.0
CPU_ALL,T0031,21.4,78.4,0.0
CPU_ALL,T0032,21.4,77.5,0.0
CPU_ALL,T0033,21.1,78.0,0.0
CPU_ALL,T0034,21.8,77.1,0.0
CPU_ALL,T0035,20.4,78.2,0.0
CPU_ALL,T0036,20.2,78.7,0.0
CPU_ALL,T0037,22.1,77.2,0.0
CPU_ALL,T0038,20.2,78.6,0.0
CPU_ALL,T0039,22.0,77.4,0.0
CPU_ALL,T0040,22.3,77.2,0.0
CPU_ALL,T0041,22.9,76.7,0.0
CPU_ALL,T0042,20.8,78.1,0.0
CPU_ALL,T0043,20.6,77.7,0.0
CPU_ALL,T0044,22.3,77.0,0.0
CPU_ALL,T0045,21.5,77.8,0.0
CPU_ALL,T0046,21.9,77.4,0.0
CPU_ALL,T0047,18.8,72.8,0.0
CPU_ALL,T0048,21.2,78.0,0.0
CPU_ALL,T0049,21.1,77.9,0.0
CPU_ALL,T0050,20.7,78.0,0.0
CPU_ALL,T0051,20.6,75.8,0.1
CPU_ALL,T0052,21.2,76.3,0.0
CPU_ALL,T0053,19.8,77.2,0.0
CPU_ALL,T0054,21.1,78.7,0.0
CPU_ALL,T0055,20.9,77.7,0.0
CPU_ALL,T0056,21.6,77.1,0.0
CPU_ALL,T0057,21.1,77.5,0.0
CPU_ALL,T0058,21.2,77.7,0.0
CPU_ALL,T0059,20.6,78.4,0.0
CPU_ALL,T0060,22.0,77.2,0.0
CPU_ALL,T0061,20.9,78.3,0.0
CPU_ALL,T0062,21.1,77.6,0.0
CPU_ALL,T0063,20.9,78.2,0.0
CPU_ALL,T0064,21.2,78.0,0.0
CPU_ALL,T0065,20.5,78.4,0.0
CPU_ALL,T0066,20.2,77.7,0.0
CPU_ALL,T0067,20.9,77.7,0.0
CPU_ALL,T0068,22.6,76.7,0.0
CPU_ALL,T0069,22.4,74.7,0.0
CPU_ALL,T0070,25.0,72.9,0.1
CPU_ALL,T0071,27.8,69.4,0.0
CPU_ALL,T0072,28.5,69.5,0.0
CPU_ALL,T0073,29.3,69.6,0.0
CPU_ALL,T0074,29.4,69.1,0.0
CPU_ALL,T0075,28.0,67.5,0.1
CPU_ALL,T0076,28.8,70.1,0.0
CPU_ALL,T0077,28.4,69.9,0.0
CPU_ALL,T0078,29.4,69.6,0.0
CPU_ALL,T0079,29.3,69.8,0.0
CPU_ALL,T0080,28.2,71.0,0.0
CPU_ALL,T0081,30.3,68.8,0.0
CPU_ALL,T0082,29.3,69.7,0.0
CPU_ALL,T0083,29.1,69.8,0.0
CPU_ALL,T0084,29.4,68.6,0.0
CPU_ALL,T0085,29.0,69.8,0.0
CPU_ALL,T0086,28.8,69.7,0.0
CPU_ALL,T0087,29.5,69.4,0.0
CPU_ALL,T0088,29.2,69.2,0.0
CPU_ALL,T0089,29.8,69.0,0.0
CPU_ALL,T0090,29.6,68.8,0.0
CPU_ALL,T0091,29.9,69.2,0.0
CPU_ALL,T0092,29.4,69.0,0.0
CPU_ALL,T0093,29.1,70.4,0.0
CPU_ALL,T0094,28.8,69.4,0.0
CPU_ALL,T0095,29.5,69.5,0.0
CPU_ALL,T0096,29.0,69.7,0.0
CPU_ALL,T0097,29.0,67.9,0.0
CPU_ALL,T0098,29.0,68.9,0.0
CPU_ALL,T0099,29.1,69.2,0.0
CPU_ALL,T0100,29.0,69.7,0.0
CPU_ALL,T0101,29.7,67.9,0.0
CPU_ALL,T0102,28.9,70.3,0.0
CPU_ALL,T0103,29.5,68.7,0.0
CPU_ALL,T0104,29.9,68.7,0.0
CPU_ALL,T0105,29.0,69.7,0.0
CPU_ALL,T0106,29.6,68.9,0.0
CPU_ALL,T0107,29.4,68.4,0.0
CPU_ALL,T0108,28.8,69.7,0.0
CPU_ALL,T0109,29.7,69.2,0.0
CPU_ALL,T0110,29.2,69.2,0.1
CPU_ALL,T0111,29.4,68.8,0.0
CPU_ALL,T0112,29.7,69.5,0.0
CPU_ALL,T0113,29.9,68.5,0.0
CPU_ALL,T0114,29.9,68.0,0.0
CPU_ALL,T0115,29.7,69.0,0.0
CPU_ALL,T0116,28.5,69.3,0.0
CPU_ALL,T0117,29.0,69.8,0.0
CPU_ALL,T0118,28.9,69.8,0.0
CPU_ALL,T0119,29.9,68.8,0.0
CPU_ALL,T0120,29.2,68.8,0.0
CPU_ALL,T0121,28.7,69.9,0.0
CPU_ALL,T0122,29.5,68.4,0.0
CPU_ALL,T0123,29.8,69.4,0.0
CPU_ALL,T0124,29.1,69.0,0.0
CPU_ALL,T0125,29.1,69.6,0.0
CPU_ALL,T0126,28.5,70.5,0.0
CPU_ALL,T0127,30.0,68.5,0.0
CPU_ALL,T0128,29.7,69.6,0.0
CPU_ALL,T0129,29.2,68.4,0.0
CPU_ALL,T0130,23.3,72.8,0.1
CPU_ALL,T0131,21.9,76.8,0.0
CPU_ALL,T0132,20.9,77.2,0.0
CPU_ALL,T0133,22.0,76.5,0.0
CPU_ALL,T0134,22.0,76.2,0.0
CPU_ALL,T0135,22.1,76.4,0.0
CPU_ALL,T0136,21.9,74.9,0.0
CPU_ALL,T0137,22.7,74.8,0.0
CPU_ALL,T0138,22.5,75.7,0.0
