CPU_ALL,CPU Total TI6304006020866,User%,Sys%,Wait%
CPU_ALL,T0001,23.5,4.0,1.6
CPU_ALL,T0002,7.8,0.8,0.0
CPU_ALL,T0003,9.3,1.5,0.0
CPU_ALL,T0004,18.5,9.0,0.0
CPU_ALL,T0005,20.2,12.4,0.5
CPU_ALL,T0006,18.3,8.9,0.0
CPU_ALL,T0007,23.9,21.7,0.0
CPU_ALL,T0008,19.7,13.5,0.0
CPU_ALL,T0009,22.4,25.2,0.0
CPU_ALL,T0010,19.5,23.3,0.4
CPU_ALL,T0011,19.6,61.9,0.0
CPU_ALL,T0012,24.8,67.6,0.0
CPU_ALL,T0013,24.6,70.7,0.0
CPU_ALL,T0014,22.2,75.7,0.0
CPU_ALL,T0015,22.3,75.5,0.0
CPU_ALL,T0016,22.3,76.0,0.0
CPU_ALL,T0017,21.3,77.0,0.0
CPU_ALL,T0018,22.7,75.8,0.0
CPU_ALL,T0019,22.6,76.0,0.0
CPU_ALL,T0020,22.9,76.5,0.0
CPU_ALL,T0021,21.9,76.7,0.0
CPU_ALL,T0022,20.4,78.4,0.0
CPU_ALL,T0023,21.5,78.2,0.0
CPU_ALL,T0024,19.6,77.4,0.0
CPU_ALL,T0025,21.3,77.8,0.0
CPU_ALL,T0026,20.7,78.2,0.0
CPU_ALL,T0027,20.5,78.5,0.0
CPU_ALL,T0028,22.9,76.5,0.0
CPU_ALL,T0029,21.8,77.9,0.0
CPU_ALL,T0030,21.3,77.9,0.0
CPU_ALL,T0031,20.4,78.2,0.0
CPU_ALL,T0032,22.0,76.4,0.0
CPU_ALL,T0033,21.0,77.8,0.0
CPU_ALL,T0034,21.4,78.2,0.0
CPU_ALL,T0035,20.9,77.9,0.0
CPU_ALL,T0036,20.8,78.2,0.0
CPU_ALL,T0037,20.6,77.6,0.0
CPU_ALL,T0038,21.7,77.1,0.0
CPU_ALL,T0039,22.2,76.8,0.0
CPU_ALL,T0040,21.0,77.7,0.0
CPU_ALL,T0041,21.8,77.8,0.0
CPU_ALL,T0042,23.2,75.9,0.0
CPU_ALL,T0043,20.7,78.7,0.0
CPU_ALL,T0044,22.9,76.7,0.0
CPU_ALL,T0045,20.9,77.2,0.0
CPU_ALL,T0046,22.7,76.4,0.0
CPU_ALL,T0047,21.7,77.7,0.0
CPU_ALL,T0048,20.3,77.4,0.0
CPU_ALL,T0049,19.9,79.0,0.0
CPU_ALL,T0050,22.3,77.6,0.0
CPU_ALL,T0051,20.7,77.1,0.1
CPU_ALL,T0052,22.6,77.0,0.0
CPU_ALL,T0053,21.0,77.9,0.0
CPU_ALL,T0054,20.8,77.7,0.0
CPU_ALL,T0055,21.1,76.0,0.0
CPU_ALL,T0056,21.4,77.1,0.0
CPU_ALL,T0057,20.8,76.7,0.0
CPU_ALL,T0058,21.2,78.2,0.0
CPU_ALL,T0059,21.0,76.0,0.0
CPU_ALL,T0060,20.5,78.0,0.0
CPU_ALL,T0061,20.8,77.4,0.0
CPU_ALL,T0062,21.1,78.3,0.0
CPU_ALL,T0063,22.2,77.4,0.0
CPU_ALL,T0064,21.0,77.4,0.0
CPU_ALL,T0065,20.8,77.2,0.0
CPU_ALL,T0066,20.7,78.3,0.0
CPU_ALL,T0067,20.6,78.0,0.0
CPU_ALL,T0068,22.2,77.3,0.0
CPU_ALL,T0069,21.9,76.2,0.0
CPU_ALL,T0070,24.9,71.8,0.2
CPU_ALL,T0071,28.3,70.1,0.0
CPU_ALL,T0072,29.1,70.0,0.0
CPU_ALL,T0073,28.6,70.4,0.0
CPU_ALL,T0074,29.7,69.3,0.0
CPU_ALL,T0075,29.4,69.7,0.0
CPU_ALL,T0076,29.8,69.3,0.0
CPU_ALL,T0077,29.5,69.3,0.0
CPU_ALL,T0078,29.8,68.7,0.0
CPU_ALL,T0079,29.6,69.5,0.0
CPU_ALL,T0080,29.5,69.6,0.0
CPU_ALL,T0081,28.9,70.4,0.0
CPU_ALL,T0082,29.8,68.5,0.0
CPU_ALL,T0083,29.2,69.5,0.0
CPU_ALL,T0084,29.5,69.7,0.0
CPU_ALL,T0085,28.8,69.1,0.0
CPU_ALL,T0086,29.1,69.0,0.0
CPU_ALL,T0087,28.9,69.2,0.0
CPU_ALL,T0088,28.5,67.3,0.0
CPU_ALL,T0089,29.8,68.7,0.0
CPU_ALL,T0090,29.9,68.0,0.0
CPU_ALL,T0091,29.2,68.4,0.0
CPU_ALL,T0092,29.2,69.1,0.0
CPU_ALL,T0093,29.6,68.6,0.0
CPU_ALL,T0094,29.0,69.2,0.0
CPU_ALL,T0095,29.3,68.0,0.0
CPU_ALL,T0096,29.8,69.0,0.0
CPU_ALL,T0097,29.5,69.1,0.0
CPU_ALL,T0098,29.0,70.2,0.0
CPU_ALL,T0099,29.6,69.0,0.0
CPU_ALL,T0100,29.0,69.4,0.0
CPU_ALL,T0101,28.9,69.7,0.0
CPU_ALL,T0102,28.5,69.5,0.0
CPU_ALL,T0103,29.9,68.7,0.0
CPU_ALL,T0104,29.4,69.2,0.0
CPU_ALL,T0105,29.0,69.7,0.0
CPU_ALL,T0106,29.6,69.7,0.0
CPU_ALL,T0107,29.6,68.2,0.0
CPU_ALL,T0108,28.8,69.4,0.0
CPU_ALL,T0109,29.8,68.7,0.0
CPU_ALL,T0110,28.9,70.1,0.1
CPU_ALL,T0111,29.2,69.5,0.0
CPU_ALL,T0112,28.7,68.8,0.0
CPU_ALL,T0113,29.1,69.9,0.0
CPU_ALL,T0114,29.4,69.4,0.0
CPU_ALL,T0115,29.3,68.0,0.0
CPU_ALL,T0116,28.8,68.7,0.0
CPU_ALL,T0117,29.6,68.4,0.0
CPU_ALL,T0118,28.8,69.8,0.0
CPU_ALL,T0119,29.7,69.0,0.0
CPU_ALL,T0120,28.6,67.8,0.0
CPU_ALL,T0121,29.7,69.0,0.0
CPU_ALL,T0122,29.2,69.7,0.0
CPU_ALL,T0123,30.6,68.3,0.0
CPU_ALL,T0124,28.8,68.9,0.0
CPU_ALL,T0125,30.4,68.5,0.0
CPU_ALL,T0126,29.2,68.2,0.0
CPU_ALL,T0127,29.9,68.8,0.0
CPU_ALL,T0128,29.3,69.0,0.0
CPU_ALL,T0129,30.0,68.0,0.0
CPU_ALL,T0130,25.4,72.1,0.1
CPU_ALL,T0131,21.0,76.1,0.0
CPU_ALL,T0132,22.4,74.8,0.0
CPU_ALL,T0133,22.9,76.0,0.0
CPU_ALL,T0134,22.1,75.1,0.0
CPU_ALL,T0135,21.3,75.6,0.0
CPU_ALL,T0136,21.2,76.9,0.0
CPU_ALL,T0137,20.7,76.5,0.0
CPU_ALL,T0138,21.6,76.4,0.0
