CPU_ALL,CPU Total TI6304006020866,User%,Sys%,Wait%
CPU_ALL,T0001,28.3,6.2,1.3
CPU_ALL,T0002,12.2,3.1,0.1
CPU_ALL,T0003,10.1,2.9,0.0
CPU_ALL,T0004,18.6,9.5,0.0
CPU_ALL,T0005,20.2,11.7,0.1
CPU_ALL,T0006,19.1,12.5,0.0
CPU_ALL,T0007,22.2,15.0,0.0
CPU_ALL,T0008,19.5,13.0,0.0
CPU_ALL,T0009,21.3,24.5,0.0
CPU_ALL,T0010,25.4,33.0,1.0
CPU_ALL,T0011,24.6,64.2,0.9
CPU_ALL,T0012,26.0,66.9,0.0
CPU_ALL,T0013,21.8,74.6,0.0
CPU_ALL,T0014,20.7,74.9,0.0
CPU_ALL,T0015,20.5,76.0,0.1
CPU_ALL,T0016,20.6,74.7,0.0
CPU_ALL,T0017,21.3,75.6,0.0
CPU_ALL,T0018,21.6,75.2,0.1
CPU_ALL,T0019,21.5,76.4,0.0
CPU_ALL,T0020,22.9,74.7,0.0
CPU_ALL,T0021,21.7,75.8,0.0
CPU_ALL,T0022,22.4,75.8,0.0
CPU_ALL,T0023,21.5,76.6,0.0
CPU_ALL,T0024,21.1,78.3,0.0
CPU_ALL,T0025,20.7,78.8,0.0
CPU_ALL,T0026,19.7,78.7,0.0
CPU_ALL,T0027,21.0,77.4,0.0
CPU_ALL,T0028,20.9,73.7,0.0
CPU_ALL,T0029,21.4,77.4,0.0
CPU_ALL,T0030,20.5,77.8,0.0
CPU_ALL,T0031,18.2,79.9,0.0
CPU_ALL,T0032,20.8,76.6,0.0
CPU_ALL,T0033,22.4,77.1,0.0
CPU_ALL,T0034,21.4,78.0,0.0
CPU_ALL,T0035,21.2,77.7,0.1
CPU_ALL,T0036,19.5,78.8,0.0
CPU_ALL,T0037,20.4,77.0,0.0
CPU_ALL,T0038,21.0,76.9,0.0
CPU_ALL,T0039,21.8,76.7,0.0
CPU_ALL,T0040,21.8,76.8,0.0
CPU_ALL,T0041,20.6,77.6,0.0
CPU_ALL,T0042,20.5,78.4,0.0
CPU_ALL,T0043,22.2,77.1,0.0
CPU_ALL,T0044,22.1,75.4,0.0
CPU_ALL,T0045,21.4,76.5,0.0
CPU_ALL,T0046,21.1,77.9,0.0
CPU_ALL,T0047,19.8,78.6,0.0
CPU_ALL,T0048,18.9,78.4,0.0
CPU_ALL,T0049,22.2,77.1,0.0
CPU_ALL,T0050,21.1,77.2,0.0
CPU_ALL,T0051,21.7,76.7,0.0
CPU_ALL,T0052,21.7,77.4,0.0
CPU_ALL,T0053,21.3,77.8,0.0
CPU_ALL,T0054,20.9,77.9,0.0
CPU_ALL,T0055,21.3,77.1,0.0
CPU_ALL,T0056,20.5,78.4,0.0
CPU_ALL,T0057,21.3,77.9,0.0
CPU_ALL,T0058,21.0,76.4,0.0
CPU_ALL,T0059,21.1,78.2,0.0
CPU_ALL,T0060,21.5,77.4,0.0
CPU_ALL,T0061,20.9,77.2,0.0
CPU_ALL,T0062,21.0,77.6,0.0
CPU_ALL,T0063,22.6,77.3,0.0
CPU_ALL,T0064,21.2,77.4,0.0
CPU_ALL,T0065,21.5,77.9,0.0
CPU_ALL,T0066,21.8,77.2,0.0
CPU_ALL,T0067,21.7,77.2,0.0
CPU_ALL,T0068,21.3,77.6,0.0
CPU_ALL,T0069,21.4,77.1,0.0
CPU_ALL,T0070,23.3,73.7,0.1
CPU_ALL,T0071,26.3,71.5,0.1
CPU_ALL,T0072,29.4,68.5,0.0
CPU_ALL,T0073,29.4,70.0,0.0
CPU_ALL,T0074,29.2,69.0,0.0
CPU_ALL,T0075,29.4,69.2,0.0
CPU_ALL,T0076,28.6,69.8,0.0
CPU_ALL,T0077,29.0,69.3,0.0
CPU_ALL,T0078,29.0,68.7,0.0
CPU_ALL,T0079,29.0,69.1,0.0
CPU_ALL,T0080,29.5,68.5,0.0
CPU_ALL,T0081,29.4,69.2,0.0
CPU_ALL,T0082,28.7,69.4,0.0
CPU_ALL,T0083,29.1,68.8,0.0
CPU_ALL,T0084,29.2,69.8,0.0
CPU_ALL,T0085,29.8,69.6,0.0
CPU_ALL,T0086,29.1,68.7,0.0
CPU_ALL,T0087,29.2,69.4,0.0
CPU_ALL,T0088,28.9,69.4,0.0
CPU_ALL,T0089,29.8,68.5,0.0
CPU_ALL,T0090,28.8,69.2,0.0
CPU_ALL,T0091,29.6,69.4,0.0
CPU_ALL,T0092,29.0,69.9,0.0
CPU_ALL,T0093,29.1,68.6,0.0
CPU_ALL,T0094,29.7,69.7,0.0
CPU_ALL,T0095,29.8,69.5,0.0
CPU_ALL,T0096,29.7,68.6,0.0
CPU_ALL,T0097,29.0,69.3,0.0
CPU_ALL,T0098,29.2,69.6,0.0
CPU_ALL,T0099,29.5,69.3,0.0
CPU_ALL,T0100,29.1,69.1,0.0
CPU_ALL,T0101,29.0,68.8,0.0
CPU_ALL,T0102,28.6,69.4,0.0
CPU_ALL,T0103,29.9,68.2,0.0
CPU_ALL,T0104,29.2,69.8,0.0
CPU_ALL,T0105,29.2,69.5,0.0
CPU_ALL,T0106,29.6,66.8,0.0
CPU_ALL,T0107,29.5,70.0,0.0
CPU_ALL,T0108,29.8,68.3,0.0
CPU_ALL,T0109,29.8,69.1,0.0
CPU_ALL,T0110,29.1,69.5,0.0
CPU_ALL,T0111,28.9,69.3,0.2
CPU_ALL,T0112,29.4,68.7,0.0
CPU_ALL,T0113,28.9,69.3,0.0
CPU_ALL,T0114,29.5,68.6,0.0
CPU_ALL,T0115,29.1,69.2,0.0
CPU_ALL,T0116,30.1,67.2,0.1
CPU_ALL,T0117,29.3,69.6,0.0
CPU_ALL,T0118,29.8,69.3,0.0
CPU_ALL,T0119,29.3,68.6,0.0
CPU_ALL,T0120,30.4,67.6,0.0
CPU_ALL,T0121,30.0,68.7,0.1
CPU_ALL,T0122,29.4,68.2,0.0
CPU_ALL,T0123,28.9,68.9,0.0
CPU_ALL,T0124,29.4,69.4,0.0
CPU_ALL,T0125,29.2,70.0,0.0
CPU_ALL,T0126,29.0,69.1,0.0
CPU_ALL,T0127,28.9,68.1,0.0
CPU_ALL,T0128,29.3,68.4,0.0
CPU_ALL,T0129,29.6,68.2,0.1
CPU_ALL,T0130,26.2,70.6,0.0
CPU_ALL,T0131,26.3,70.9,0.1
CPU_ALL,T0132,22.1,75.3,0.0
CPU_ALL,T0133,21.0,75.2,0.1
CPU_ALL,T0134,21.5,75.4,0.0
CPU_ALL,T0135,22.5,73.2,0.0
CPU_ALL,T0136,20.3,75.9,0.1
CPU_ALL,T0137,22.8,71.5,0.1
CPU_ALL,T0138,23.3,72.3,0.1
