CPU_ALL,CPU Total TI6304006020866,User%,Sys%,Wait%
CPU_ALL,T0001,23.8,3.6,1.4
CPU_ALL,T0002,7.8,0.6,0.0
CPU_ALL,T0003,10.0,2.3,0.0
CPU_ALL,T0004,18.8,9.4,0.0
CPU_ALL,T0005,19.7,11.4,0.8
CPU_ALL,T0006,18.4,10.7,0.0
CPU_ALL,T0007,23.9,18.3,0.0
CPU_ALL,T0008,20.7,13.1,0.0
CPU_ALL,T0009,20.9,25.4,0.0
CPU_ALL,T0010,19.0,28.5,0.1
CPU_ALL,T0011,19.2,62.8,0.0
CPU_ALL,T0012,25.5,67.4,0.0
CPU_ALL,T0013,24.3,71.5,0.0
CPU_ALL,T0014,21.3,76.4,0.0
CPU_ALL,T0015,20.6,77.4,0.0
CPU_ALL,T0016,22.6,75.8,0.0
CPU_ALL,T0017,21.6,77.8,0.0
CPU_ALL,T0018,21.2,76.6,0.0
CPU_ALL,T0019,21.1,77.4,0.0
CPU_ALL,T0020,20.8,76.8,0.0
CPU_ALL,T0021,21.8,76.6,0.0
CPU_ALL,T0022,21.5,76.7,0.0
CPU_ALL,T0023,21.0,78.2,0.0
CPU_ALL,T0024,23.1,76.0,0.0
CPU_ALL,T0025,21.7,78.2,0.0
CPU_ALL,T0026,20.9,78.5,0.0
CPU_ALL,T0027,21.7,76.9,0.0
CPU_ALL,T0028,20.3,79.2,0.0
CPU_ALL,T0029,21.3,77.5,0.0
CPU_ALL,T0030,22.5,77.1,0.0
CPU_ALL,T0031,21.6,77.6,0.0
CPU_ALL,T0032,19.9,78.6,0.0
CPU_ALL,T0033,21.3,77.5,0.0
CPU_ALL,T0034,21.9,77.1,0.0
CPU_ALL,T0035,20.6,78.1,0.0
CPU_ALL,T0036,21.6,78.2,0.0
CPU_ALL,T0037,21.0,77.5,0.0
CPU_ALL,T0038,21.7,78.0,0.0
CPU_ALL,T0039,21.3,77.3,0.0
CPU_ALL,T0040,21.0,77.9,0.0
CPU_ALL,T0041,21.6,77.4,0.0
CPU_ALL,T0042,21.9,77.5,0.0
CPU_ALL,T0043,22.6,77.0,0.0
CPU_ALL,T0044,22.8,77.0,0.0
CPU_ALL,T0045,20.8,77.7,0.0
CPU_ALL,T0046,21.2,77.2,0.0
CPU_ALL,T0047,22.1,77.6,0.0
CPU_ALL,T0048,21.8,77.8,0.0
CPU_ALL,T0049,21.5,77.2,0.0
CPU_ALL,T0050,22.0,76.5,0.0
