MEM,Memory MB TI6304006020866,memtotal,hightotal,lowtotal,swaptotal,memfree,highfree,lowfree,swapfree,memshared,cached,active,bigfree,buffers,swapcached,inactive
MEM,T0001,15677.5,-0.0,-0.0,1956.0,6046.5,-0.0,-0.0,1956.0,180.6,5254.0,2941.2,-1.0,448.1,0.0,4257.2
MEM,T0002,15677.5,-0.0,-0.0,1956.0,5796.6,-0.0,-0.0,1956.0,160.1,5233.8,3217.8,-1.0,448.1,0.0,4257.5
MEM,T0003,15677.5,-0.0,-0.0,1956.0,5498.7,-0.0,-0.0,1956.0,156.1,5230.0,3468.9,-1.0,448.1,0.0,4257.8
MEM,T0004,15677.5,-0.0,-0.0,1956.0,5234.2,-0.0,-0.0,1956.0,156.1,5231.5,3534.1,-1.0,448.1,0.0,4259.2
MEM,T0005,15677.5,-0.0,-0.0,1956.0,4968.0,-0.0,-0.0,1956.0,156.1,5232.7,3634.6,-1.0,448.1,0.0,4260.4
MEM,T0006,15677.5,-0.0,-0.0,1956.0,4827.2,-0.0,-0.0,1956.0,156.1,5234.0,3683.9,-1.0,448.1,0.0,4261.7
MEM,T0007,15677.5,-0.0,-0.0,1956.0,4684.8,-0.0,-0.0,1956.0,156.1,5234.7,3746.1,-1.0,448.1,0.0,4262.4
MEM,T0008,15677.5,-0.0,-0.0,1956.0,4453.8,-0.0,-0.0,1956.0,156.1,5236.0,3821.3,-1.0,448.1,0.0,4263.8
MEM,T0009,15677.5,-0.0,-0.0,1956.0,4278.5,-0.0,-0.0,1956.0,164.1,5245.5,3890.9,-1.0,448.1,0.0,4265.1
MEM,T0010,15677.5,-0.0,-0.0,1956.0,4123.6,-0.0,-0.0,1956.0,164.1,5246.5,3972.4,-1.0,448.1,0.0,4266.1
MEM,T0011,15677.5,-0.0,-0.0,1956.0,4082.9,-0.0,-0.0,1956.0,164.1,5247.2,3999.9,-1.0,448.1,0.0,4266.7
MEM,T0012,15677.5,-0.0,-0.0,1956.0,4018.5,-0.0,-0.0,1956.0,164.1,5247.5,4034.6,-1.0,448.1,0.0,4267.0
MEM,T0013,15677.5,-0.0,-0.0,1956.0,3996.9,-0.0,-0.0,1956.0,164.1,5247.6,4049.1,-1.0,448.1,0.0,4267.2
MEM,T0014,15677.5,-0.0,-0.0,1956.0,3994.9,-0.0,-0.0,1956.0,164.1,5242.7,4051.0,-1.0,448.1,0.0,4262.2
MEM,T0015,15677.5,-0.0,-0.0,1956.0,3994.7,-0.0,-0.0,1956.0,164.1,5242.7,4052.7,-1.0,448.1,0.0,4262.3
MEM,T0016,15677.5,-0.0,-0.0,1956.0,3968.6,-0.0,-0.0,1956.0,164.1,5242.8,4053.9,-1.0,448.1,0.0,4262.3
MEM,T0017,15677.5,-0.0,-0.0,1956.0,3981.2,-0.0,-0.0,1956.0,164.1,5242.8,4009.3,-1.0,448.1,0.0,4262.4
MEM,T0018,15677.5,-0.0,-0.0,1956.0,3951.9,-0.0,-0.0,1956.0,164.1,5242.8,4040.1,-1.0,448.1,0.0,4262.4
MEM,T0019,15677.5,-0.0,-0.0,1956.0,3959.5,-0.0,-0.0,1956.0,164.1,5242.8,4040.5,-1.0,448.1,0.0,4262.4
MEM,T0020,15677.5,-0.0,-0.0,1956.0,3957.4,-0.0,-0.0,1956.0,164.1,5242.8,4043.6,-1.0,448.2,0.0,4262.4
