CPU_ALL,CPU Total TI6304006020866,User%,Sys%,Wait%
CPU_ALL,T0001,23.5,3.9,0.7
CPU_ALL,T0002,7.8,0.8,0.0
CPU_ALL,T0003,11.7,3.6,0.0
CPU_ALL,T0004,18.3,10.1,0.0
CPU_ALL,T0005,20.1,11.9,0.3
CPU_ALL,T0006,21.0,14.4,0.0
CPU_ALL,T0007,23.4,17.0,0.0
CPU_ALL,T0008,19.6,13.3,0.4
CPU_ALL,T0009,22.1,25.7,0.0
CPU_ALL,T0010,19.2,30.5,0.4
CPU_ALL,T0011,20.6,68.3,0.0
CPU_ALL,T0012,25.2,68.4,0.0
CPU_ALL,T0013,23.5,72.7,0.0
CPU_ALL,T0014,21.5,76.6,0.0
CPU_ALL,T0015,22.6,76.3,0.0
CPU_ALL,T0016,21.4,74.7,0.0
CPU_ALL,T0017,21.1,75.5,0.0
CPU_ALL,T0018,20.3,75.9,0.0
CPU_ALL,T0019,21.4,77.1,0.0
CPU_ALL,T0020,21.5,76.7,0.0
CPU_ALL,T0021,21.1,76.6,0.0
CPU_ALL,T0022,21.4,76.4,0.0
CPU_ALL,T0023,21.8,76.3,0.0
CPU_ALL,T0024,21.4,77.7,0.0
CPU_ALL,T0025,21.0,78.6,0.0
CPU_ALL,T0026,20.9,77.0,0.0
CPU_ALL,T0027,20.9,78.1,0.0
CPU_ALL,T0028,22.5,76.6,0.0
CPU_ALL,T0029,21.6,77.7,0.0
CPU_ALL,T0030,21.1,77.7,0.0
CPU_ALL,T0031,20.5,77.4,0.0
CPU_ALL,T0032,21.0,77.8,0.0
CPU_ALL,T0033,20.8,78.0,0.0
CPU_ALL,T0034,20.6,77.7,0.0
CPU_ALL,T0035,19.3,78.8,0.0
CPU_ALL,T0036,20.7,77.8,0.0
CPU_ALL,T0037,20.3,77.6,0.0
CPU_ALL,T0038,20.8,78.4,0.0
CPU_ALL,T0039,22.0,77.4,0.0
CPU_ALL,T0040,21.2,77.2,0.0
CPU_ALL,T0041,20.6,78.2,0.0
CPU_ALL,T0042,21.6,77.7,0.0
CPU_ALL,T0043,21.0,78.0,0.0
CPU_ALL,T0044,19.9,77.1,0.0
CPU_ALL,T0045,21.4,77.8,0.0
CPU_ALL,T0046,20.5,78.5,0.0
CPU_ALL,T0047,20.4,78.3,0.0
CPU_ALL,T0048,20.8,77.4,0.0
CPU_ALL,T0049,20.6,78.3,0.0
CPU_ALL,T0050,22.0,77.1,0.0
CPU_ALL,T0051,20.0,77.5,0.0
CPU_ALL,T0052,20.3,78.1,0.0
CPU_ALL,T0053,21.6,77.9,0.0
CPU_ALL,T0054,20.6,78.1,0.0
CPU_ALL,T0055,22.6,76.8,0.0
CPU_ALL,T0056,20.5,76.8,0.0
CPU_ALL,T0057,20.2,77.9,0.0
CPU_ALL,T0058,20.8,78.3,0.0
CPU_ALL,T0059,22.2,76.6,0.0
CPU_ALL,T0060,20.5,78.1,0.0
CPU_ALL,T0061,21.4,76.8,0.0
CPU_ALL,T0062,22.1,75.9,0.0
CPU_ALL,T0063,21.2,77.0,0.0
CPU_ALL,T0064,26.8,72.8,0.0
