CPU_ALL,CPU Total TI6304006020866,User%,Sys%,Wait%
CPU_ALL,T0001,24.6,3.9,0.7
CPU_ALL,T0002,7.8,0.8,0.0
CPU_ALL,T0003,12.9,4.5,0.0
CPU_ALL,T0004,18.9,10.3,0.1
CPU_ALL,T0005,20.4,11.6,0.3
CPU_ALL,T0006,21.0,18.0,0.0
CPU_ALL,T0007,21.8,13.9,0.0
CPU_ALL,T0008,20.4,14.8,0.0
CPU_ALL,T0009,22.4,26.1,0.0
CPU_ALL,T0010,19.5,34.6,0.2
CPU_ALL,T0011,21.6,67.7,0.0
CPU_ALL,T0012,26.5,67.0,0.0
CPU_ALL,T0013,23.1,73.6,0.0
CPU_ALL,T0014,21.3,76.7,0.0
CPU_ALL,T0015,21.8,76.3,0.0
CPU_ALL,T0016,21.8,77.3,0.0
CPU_ALL,T0017,21.0,77.1,0.0
CPU_ALL,T0018,21.9,76.8,0.0
CPU_ALL,T0019,22.5,76.4,0.0
CPU_ALL,T0020,21.0,76.6,0.0
CPU_ALL,T0021,23.0,75.3,0.0
CPU_ALL,T0022,20.6,78.0,0.0
CPU_ALL,T0023,21.5,77.8,0.0
CPU_ALL,T0024,21.4,77.5,0.0
CPU_ALL,T0025,21.4,77.3,0.0
CPU_ALL,T0026,21.7,77.1,0.0
CPU_ALL,T0027,21.6,77.2,0.0
CPU_ALL,T0028,21.5,78.3,0.0
CPU_ALL,T0029,19.6,76.7,0.0
CPU_ALL,T0030,21.5,76.6,0.0
CPU_ALL,T0031,22.4,76.9,0.0
CPU_ALL,T0032,20.5,78.6,0.0
CPU_ALL,T0033,21.2,77.3,0.0
CPU_ALL,T0034,21.8,77.0,0.0
CPU_ALL,T0035,20.9,78.4,0.1
CPU_ALL,T0036,21.2,76.5,0.0
CPU_ALL,T0037,21.8,76.9,0.0
CPU_ALL,T0038,21.6,77.6,0.0
CPU_ALL,T0039,20.7,77.7,0.0
CPU_ALL,T0040,21.6,76.5,0.0
CPU_ALL,T0041,20.3,77.1,0.0
CPU_ALL,T0042,20.5,78.8,0.0
CPU_ALL,T0043,20.6,78.3,0.0
CPU_ALL,T0044,21.0,77.4,0.0
CPU_ALL,T0045,21.0,77.8,0.0
CPU_ALL,T0046,21.3,78.3,0.0
CPU_ALL,T0047,20.4,78.0,0.0
CPU_ALL,T0048,21.0,78.2,0.0
CPU_ALL,T0049,21.4,78.0,0.0
CPU_ALL,T0050,20.6,78.7,0.0
CPU_ALL,T0051,19.8,78.6,0.1
CPU_ALL,T0052,21.1,77.3,0.0
CPU_ALL,T0053,20.8,78.1,0.0
CPU_ALL,T0054,20.5,78.4,0.0
CPU_ALL,T0055,20.2,78.0,0.0
CPU_ALL,T0056,19.8,78.9,0.0
CPU_ALL,T0057,20.1,78.4,0.0
CPU_ALL,T0058,20.9,78.1,0.0
CPU_ALL,T0059,20.0,77.6,0.0
CPU_ALL,T0060,20.5,77.2,0.0
CPU_ALL,T0061,20.0,78.2,0.0
CPU_ALL,T0062,20.6,78.4,0.0
CPU_ALL,T0063,21.6,77.2,0.0
CPU_ALL,T0064,20.9,78.6,0.0
CPU_ALL,T0065,20.4,77.7,0.0
CPU_ALL,T0066,20.1,78.1,0.0
CPU_ALL,T0067,21.2,77.5,0.0
CPU_ALL,T0068,20.4,78.2,0.0
CPU_ALL,T0069,22.1,75.6,0.0
CPU_ALL,T0070,24.8,73.2,0.0
CPU_ALL,T0071,28.4,68.7,0.0
CPU_ALL,T0072,29.6,68.9,0.0
CPU_ALL,T0073,29.1,69.8,0.0
CPU_ALL,T0074,29.1,69.5,0.0
CPU_ALL,T0075,30.1,68.4,0.0
CPU_ALL,T0076,28.7,70.2,0.0
CPU_ALL,T0077,28.7,68.9,0.0
CPU_ALL,T0078,29.6,69.6,0.0
CPU_ALL,T0079,28.7,69.6,0.0
CPU_ALL,T0080,29.1,69.7,0.0
CPU_ALL,T0081,29.4,68.8,0.0
CPU_ALL,T0082,29.7,68.9,0.0
CPU_ALL,T0083,29.6,68.4,0.0
CPU_ALL,T0084,29.1,69.4,0.0
CPU_ALL,T0085,29.8,68.9,0.0
CPU_ALL,T0086,28.4,70.5,0.0
CPU_ALL,T0087,29.6,68.4,0.0
CPU_ALL,T0088,28.8,69.4,0.0
CPU_ALL,T0089,29.7,69.6,0.0
CPU_ALL,T0090,29.3,69.4,0.1
CPU_ALL,T0091,29.6,68.9,0.0
CPU_ALL,T0092,29.5,69.5,0.0
CPU_ALL,T0093,29.0,69.2,0.0
CPU_ALL,T0094,29.6,68.5,0.0
CPU_ALL,T0095,29.7,68.1,0.0
CPU_ALL,T0096,28.5,69.7,0.0
CPU_ALL,T0097,28.3,69.3,0.0
CPU_ALL,T0098,29.0,69.0,0.0
CPU_ALL,T0099,29.2,69.0,0.0
CPU_ALL,T0100,29.4,69.1,0.0
CPU_ALL,T0101,28.3,69.5,0.0
CPU_ALL,T0102,29.8,68.9,0.0
CPU_ALL,T0103,28.8,69.9,0.0
CPU_ALL,T0104,28.7,69.7,0.0
CPU_ALL,T0105,29.4,67.4,0.0
CPU_ALL,T0106,29.4,69.4,0.0
CPU_ALL,T0107,28.8,69.8,0.0
CPU_ALL,T0108,29.3,69.3,0.0
CPU_ALL,T0109,29.6,69.2,0.0
CPU_ALL,T0110,29.1,68.8,0.0
CPU_ALL,T0111,29.7,68.8,0.0
CPU_ALL,T0112,29.4,68.6,0.0
CPU_ALL,T0113,29.1,69.3,0.0
CPU_ALL,T0114,29.5,69.3,0.0
CPU_ALL,T0115,29.7,68.7,0.0
CPU_ALL,T0116,29.0,69.4,0.0
CPU_ALL,T0117,28.9,68.2,0.0
CPU_ALL,T0118,29.3,68.8,0.0
CPU_ALL,T0119,29.3,68.8,0.0
CPU_ALL,T0120,29.4,68.2,0.1
CPU_ALL,T0121,29.3,68.7,0.0
CPU_ALL,T0122,28.7,69.0,0.0
CPU_ALL,T0123,30.1,68.5,0.0
CPU_ALL,T0124,28.9,68.5,0.0
CPU_ALL,T0125,30.1,66.3,0.1
CPU_ALL,T0126,29.1,68.9,0.0
CPU_ALL,T0127,29.5,68.7,0.0
CPU_ALL,T0128,28.9,68.5,0.0
CPU_ALL,T0129,28.9,68.3,0.0
CPU_ALL,T0130,23.9,73.0,0.1
CPU_ALL,T0131,22.2,75.9,0.0
CPU_ALL,T0132,21.4,76.5,0.0
CPU_ALL,T0133,21.6,76.5,0.0
CPU_ALL,T0134,20.8,76.0,0.0
CPU_ALL,T0135,20.7,76.8,0.0
CPU_ALL,T0136,20.4,76.2,0.0
CPU_ALL,T0137,19.7,77.5,0.0
CPU_ALL,T0138,20.7,77.6,0.0
