CPU_ALL,CPU Total TI6304006020866,User%,Sys%,Wait%
CPU_ALL,T0001,11.3,3.4,1.7
CPU_ALL,T0002,7.9,0.8,0.0
CPU_ALL,T0003,8.5,3.5,0.0
CPU_ALL,T0004,10.3,9.0,0.0
CPU_ALL,T0005,11.8,10.8,0.5
CPU_ALL,T0006,11.4,10.7,0.0
CPU_ALL,T0007,13.6,12.8,0.0
CPU_ALL,T0008,13.3,11.9,0.0
CPU_ALL,T0009,19.5,23.4,0.0
CPU_ALL,T0010,38.1,12.2,1.4
CPU_ALL,T0011,33.5,15.2,0.1
CPU_ALL,T0012,22.5,25.2,0.1
CPU_ALL,T0013,20.4,40.3,0.2
CPU_ALL,T0014,18.2,67.3,0.0
CPU_ALL,T0015,17.7,44.5,0.2
CPU_ALL,T0016,17.6,57.4,0.1
CPU_ALL,T0017,18.1,52.1,0.0
CPU_ALL,T0018,16.8,62.4,0.1
CPU_ALL,T0019,17.1,68.4,0.0
CPU_ALL,T0020,13.9,80.9,0.0
CPU_ALL,T0021,10.3,80.5,0.0
CPU_ALL,T0022,12.4,80.3,0.0
CPU_ALL,T0023,11.7,80.8,0.0
CPU_ALL,T0024,9.6,76.2,0.0
CPU_ALL,T0025,9.3,81.9,0.1
CPU_ALL,T0026,10.4,74.2,0.0
CPU_ALL,T0027,9.7,73.8,0.0
CPU_ALL,T0028,7.7,72.7,0.0
CPU_ALL,T0029,7.9,72.9,0.0
CPU_ALL,T0030,7.8,73.2,0.1
CPU_ALL,T0031,7.0,74.5,0.0
CPU_ALL,T0032,10.3,42.4,0.0
CPU_ALL,T0033,10.0,49.7,0.0
CPU_ALL,T0034,6.2,8.5,0.0
CPU_ALL,T0035,11.4,53.5,0.3
CPU_ALL,T0036,9.6,65.9,0.1
CPU_ALL,T0037,8.0,47.5,0.0
CPU_ALL,T0038,10.9,60.9,0.0
CPU_ALL,T0039,19.9,53.3,0.0
CPU_ALL,T0040,20.7,76.3,0.0
CPU_ALL,T0041,22.5,77.1,0.0
CPU_ALL,T0042,21.7,77.4,0.0
CPU_ALL,T0043,22.2,77.2,0.0
CPU_ALL,T0044,22.1,76.9,0.0
CPU_ALL,T0045,20.4,79.2,0.0
CPU_ALL,T0046,23.7,75.9,0.0
CPU_ALL,T0047,24.7,72.1,0.0
CPU_ALL,T0048,20.5,77.2,0.0
CPU_ALL,T0049,21.5,75.1,0.0
CPU_ALL,T0050,21.7,74.1,0.0
CPU_ALL,T0051,21.2,77.3,0.0
CPU_ALL,T0052,21.2,77.5,0.0
CPU_ALL,T0053,20.2,78.0,0.0
CPU_ALL,T0054,24.4,72.5,0.0
CPU_ALL,T0055,21.0,76.9,0.0
CPU_ALL,T0056,20.4,76.4,0.0
CPU_ALL,T0057,23.7,73.3,0.0
CPU_ALL,T0058,17.9,78.9,0.0
CPU_ALL,T0059,21.1,78.8,0.0
CPU_ALL,T0060,21.4,78.4,0.0
CPU_ALL,T0061,20.5,76.6,0.1
CPU_ALL,T0062,20.8,78.7,0.0
CPU_ALL,T0063,21.4,77.5,0.0
CPU_ALL,T0064,22.0,78.0,0.0
CPU_ALL,T0065,20.6,78.1,0.0
CPU_ALL,T0066,20.7,78.4,0.0
CPU_ALL,T0067,21.5,78.0,0.0
CPU_ALL,T0068,20.9,78.8,0.0
CPU_ALL,T0069,21.7,78.1,0.0
