CPU_ALL,CPU Total TI6304006020866,User%,Sys%,Wait%
CPU_ALL,T0001,12.9,3.6,0.7
CPU_ALL,T0002,7.8,0.7,0.0
CPU_ALL,T0003,8.7,3.8,0.0
CPU_ALL,T0004,10.5,9.2,0.0
CPU_ALL,T0005,12.0,11.2,0.3
CPU_ALL,T0006,12.4,11.7,0.0
CPU_ALL,T0007,13.3,12.5,0.0
CPU_ALL,T0008,12.3,11.4,0.0
CPU_ALL,T0009,23.1,27.2,0.0
CPU_ALL,T0010,39.8,14.9,1.3
CPU_ALL,T0011,30.5,15.6,0.6
CPU_ALL,T0012,22.8,23.9,0.2
CPU_ALL,T0013,21.7,34.2,0.2
CPU_ALL,T0014,19.5,68.8,0.0
CPU_ALL,T0015,18.7,43.2,0.5
CPU_ALL,T0016,18.2,59.3,0.1
CPU_ALL,T0017,18.3,50.8,0.1
CPU_ALL,T0018,17.5,62.0,0.1
CPU_ALL,T0019,17.5,66.1,0.1
CPU_ALL,T0020,14.1,82.4,0.0
CPU_ALL,T0021,10.4,75.6,0.0
CPU_ALL,T0022,13.0,82.0,0.0
CPU_ALL,T0023,9.4,77.0,0.0
CPU_ALL,T0024,9.5,78.2,0.0
CPU_ALL,T0025,9.2,80.0,0.0
CPU_ALL,T0026,10.7,75.2,0.0
CPU_ALL,T0027,9.9,74.0,0.0
CPU_ALL,T0028,7.4,72.9,0.0
CPU_ALL,T0029,7.5,71.8,0.0
CPU_ALL,T0030,7.7,73.2,0.3
CPU_ALL,T0031,9.2,52.8,0.0
CPU_ALL,T0032,11.6,47.9,0.0
CPU_ALL,T0033,11.0,41.9,0.0
CPU_ALL,T0034,3.7,10.5,0.0
CPU_ALL,T0035,12.7,62.7,0.0
CPU_ALL,T0036,11.6,61.9,0.0
CPU_ALL,T0037,7.9,32.2,0.0
CPU_ALL,T0038,9.6,63.5,0.0
CPU_ALL,T0039,22.7,55.4,0.0
CPU_ALL,T0040,22.4,76.7,0.1
CPU_ALL,T0041,19.5,76.1,0.0
CPU_ALL,T0042,21.7,76.8,0.0
CPU_ALL,T0043,21.8,78.2,0.0
CPU_ALL,T0044,22.2,77.3,0.0
CPU_ALL,T0045,21.0,78.5,0.0
CPU_ALL,T0046,21.0,78.9,0.0
CPU_ALL,T0047,20.2,79.4,0.0
CPU_ALL,T0048,21.7,77.8,0.0
CPU_ALL,T0049,21.4,78.6,0.0
CPU_ALL,T0050,21.1,78.5,0.0
CPU_ALL,T0051,20.5,79.2,0.0
CPU_ALL,T0052,21.2,78.2,0.0
CPU_ALL,T0053,21.4,78.5,0.0
CPU_ALL,T0054,21.5,78.1,0.0
CPU_ALL,T0055,21.1,78.1,0.0
CPU_ALL,T0056,21.8,77.4,0.0
CPU_ALL,T0057,21.3,78.6,0.0
CPU_ALL,T0058,21.0,79.0,0.0
CPU_ALL,T0059,22.1,77.4,0.0
CPU_ALL,T0060,20.4,77.5,0.0
CPU_ALL,T0061,20.9,78.8,0.0
CPU_ALL,T0062,20.8,78.8,0.0
CPU_ALL,T0063,20.2,79.2,0.0
CPU_ALL,T0064,21.4,78.5,0.0
CPU_ALL,T0065,21.0,78.7,0.0
CPU_ALL,T0066,20.2,78.8,0.0
CPU_ALL,T0067,20.4,77.6,0.0
CPU_ALL,T0068,21.9,78.1,0.0
CPU_ALL,T0069,21.4,78.4,0.0
CPU_ALL,T0070,22.7,75.0,0.0
CPU_ALL,T0071,26.4,71.8,0.0
CPU_ALL,T0072,28.4,69.5,0.0
CPU_ALL,T0073,28.9,69.7,0.0
CPU_ALL,T0074,29.9,67.6,0.1
CPU_ALL,T0075,29.9,68.3,0.0
CPU_ALL,T0076,29.8,68.3,0.0
CPU_ALL,T0077,29.0,69.3,0.0
CPU_ALL,T0078,28.8,68.8,0.1
CPU_ALL,T0079,28.7,68.9,0.0
CPU_ALL,T0080,29.1,68.9,0.0
CPU_ALL,T0081,29.3,68.5,0.0
CPU_ALL,T0082,28.6,69.0,0.1
CPU_ALL,T0083,28.6,68.5,0.0
CPU_ALL,T0084,29.2,68.9,0.0
CPU_ALL,T0085,27.9,70.0,0.1
CPU_ALL,T0086,32.7,66.2,0.0
CPU_ALL,T0087,29.4,67.8,0.0
CPU_ALL,T0088,29.0,67.9,0.0
CPU_ALL,T0089,28.6,69.8,0.0
CPU_ALL,T0090,28.9,68.5,0.1
CPU_ALL,T0091,29.5,68.4,0.0
CPU_ALL,T0092,29.4,68.9,0.0
CPU_ALL,T0093,29.3,68.6,0.0
CPU_ALL,T0094,29.1,69.4,0.0
CPU_ALL,T0095,29.1,68.5,0.1
CPU_ALL,T0096,28.7,69.7,0.0
CPU_ALL,T0097,29.6,68.4,0.0
CPU_ALL,T0098,29.0,68.2,0.0
CPU_ALL,T0099,29.2,68.5,0.0
CPU_ALL,T0100,28.9,69.3,0.2
CPU_ALL,T0101,29.6,68.8,0.0
CPU_ALL,T0102,29.5,69.5,0.0
CPU_ALL,T0103,29.5,67.8,0.1
CPU_ALL,T0104,29.3,68.8,0.0
CPU_ALL,T0105,28.8,68.8,0.0
CPU_ALL,T0106,29.9,67.5,0.0
CPU_ALL,T0107,28.8,68.4,0.1
CPU_ALL,T0108,29.6,67.8,0.0
CPU_ALL,T0109,28.9,68.4,0.0
CPU_ALL,T0110,29.3,69.0,0.0
CPU_ALL,T0111,29.7,68.4,0.1
CPU_ALL,T0112,29.4,68.6,0.0
CPU_ALL,T0113,29.0,68.4,0.0
CPU_ALL,T0114,30.5,66.5,0.0
CPU_ALL,T0115,32.1,65.1,0.1
CPU_ALL,T0116,29.4,67.1,0.0
CPU_ALL,T0117,32.4,65.3,0.0
CPU_ALL,T0118,33.8,62.8,0.0
CPU_ALL,T0119,31.2,64.8,0.1
CPU_ALL,T0120,31.4,66.1,0.0
CPU_ALL,T0121,33.1,63.1,0.0
CPU_ALL,T0122,29.3,67.4,0.1
CPU_ALL,T0123,30.7,67.3,0.0
CPU_ALL,T0124,28.7,69.0,0.0
CPU_ALL,T0125,32.3,63.1,0.0
CPU_ALL,T0126,33.5,63.7,0.0
CPU_ALL,T0127,32.1,64.1,0.1
CPU_ALL,T0128,31.3,66.3,0.0
CPU_ALL,T0129,30.5,66.8,0.1
CPU_ALL,T0130,33.4,63.1,0.1
CPU_ALL,T0131,21.0,77.5,0.0
CPU_ALL,T0132,20.9,78.3,0.0
CPU_ALL,T0133,21.0,77.1,0.0
CPU_ALL,T0134,22.1,75.4,0.0
CPU_ALL,T0135,20.8,77.2,0.0
CPU_ALL,T0136,21.2,77.8,0.0
CPU_ALL,T0137,19.6,74.8,0.0
CPU_ALL,T0138,21.5,76.4,0.0
