MEM,Memory MB TI6304006020866,memtotal,hightotal,lowtotal,swaptotal,memfree,highfree,lowfree,swapfree,memshared,cached,active,bigfree,buffers,swapcached,inactive
MEM,T0001,15677.5,-0.0,-0.0,1956.0,7789.0,-0.0,-0.0,1956.0,180.5,3781.1,2691.3,-1.0,442.5,0.0,2849.9
MEM,T0002,15677.5,-0.0,-0.0,1956.0,7528.6,-0.0,-0.0,1956.0,152.5,3753.1,2985.8,-1.0,442.5,0.0,2849.9
MEM,T0003,15677.5,-0.0,-0.0,1956.0,7279.7,-0.0,-0.0,1956.0,153.0,3753.9,3194.5,-1.0,442.5,0.0,2850.2
MEM,T0004,15677.5,-0.0,-0.0,1956.0,7189.6,-0.0,-0.0,1956.0,153.0,3754.6,3206.0,-1.0,442.5,0.0,2850.9
MEM,T0005,15677.5,-0.0,-0.0,1956.0,7028.7,-0.0,-0.0,1956.0,152.5,3754.8,3259.5,-1.0,442.5,0.0,2851.7
MEM,T0006,15677.5,-0.0,-0.0,1956.0,6879.1,-0.0,-0.0,1956.0,152.5,3755.5,3311.8,-1.0,442.5,0.0,2852.3
MEM,T0007,15677.5,-0.0,-0.0,1956.0,6762.7,-0.0,-0.0,1956.0,152.5,3756.1,3353.5,-1.0,442.5,0.0,2852.9
MEM,T0008,15677.5,-0.0,-0.0,1956.0,6641.6,-0.0,-0.0,1956.0,152.5,3756.8,3385.8,-1.0,442.5,0.0,2853.6
MEM,T0009,15677.5,-0.0,-0.0,1956.0,6618.2,-0.0,-0.0,1956.0,152.6,3757.0,3404.3,-1.0,442.5,0.0,2853.8
MEM,T0010,15677.5,-0.0,-0.0,1956.0,6337.2,-0.0,-0.0,1956.0,160.6,3765.9,3590.0,-1.0,442.5,0.0,2854.7
MEM,T0011,15677.5,-0.0,-0.0,1956.0,5924.5,-0.0,-0.0,1956.0,200.5,3806.8,3840.5,-1.0,442.5,0.0,2855.6
MEM,T0012,15677.5,-0.0,-0.0,1956.0,5600.3,-0.0,-0.0,1956.0,421.1,4028.2,3895.7,-1.0,442.5,0.0,2856.4
MEM,T0013,15677.5,-0.0,-0.0,1956.0,5309.9,-0.0,-0.0,1956.0,585.2,4192.9,3939.3,-1.0,442.5,0.0,2857.0
MEM,T0014,15677.5,-0.0,-0.0,1956.0,5360.2,-0.0,-0.0,1956.0,412.7,4020.7,3971.2,-1.0,442.5,0.0,2857.3
MEM,T0015,15677.5,-0.0,-0.0,1956.0,5239.9,-0.0,-0.0,1956.0,369.6,3978.3,4002.8,-1.0,442.5,0.0,2858.0
MEM,T0016,15677.5,-0.0,-0.0,1956.0,5049.8,-0.0,-0.0,1956.0,545.8,4154.9,4036.2,-1.0,442.5,0.0,2858.5
MEM,T0017,15677.5,-0.0,-0.0,1956.0,4991.8,-0.0,-0.0,1956.0,541.3,4150.9,4072.7,-1.0,442.5,0.0,2859.0
MEM,T0018,15677.5,-0.0,-0.0,1956.0,4971.8,-0.0,-0.0,1956.0,477.8,4087.8,4106.2,-1.0,442.5,0.0,2859.4
MEM,T0019,15677.5,-0.0,-0.0,1956.0,5047.0,-0.0,-0.0,1956.0,293.3,3903.5,4135.7,-1.0,442.5,0.0,2859.6
MEM,T0020,15677.5,-0.0,-0.0,1956.0,5040.6,-0.0,-0.0,1956.0,293.3,3903.6,4156.5,-1.0,442.5,0.0,2859.7
MEM,T0021,15677.5,-0.0,-0.0,1956.0,5010.6,-0.0,-0.0,1956.0,293.3,3903.8,4171.3,-1.0,442.5,0.0,2859.9
