CPU_ALL,CPU Total TI6304006020866,User%,Sys%,Wait%
CPU_ALL,T0001,13.3,3.8,0.7
CPU_ALL,T0002,7.9,0.6,0.0
CPU_ALL,T0003,8.9,5.2,0.0
CPU_ALL,T0004,10.4,8.7,0.0
CPU_ALL,T0005,11.5,10.9,0.4
CPU_ALL,T0006,12.1,11.7,0.0
CPU_ALL,T0007,13.4,13.7,0.0
CPU_ALL,T0008,17.0,17.8,0.0
CPU_ALL,T0009,13.2,12.6,0.7
CPU_ALL,T0010,30.9,18.4,3.6
CPU_ALL,T0011,28.0,22.6,1.6
CPU_ALL,T0012,27.8,30.1,0.8
CPU_ALL,T0013,25.1,66.8,0.1
CPU_ALL,T0014,18.6,52.8,0.2
CPU_ALL,T0015,18.4,47.4,0.1
CPU_ALL,T0016,18.5,47.8,0.1
CPU_ALL,T0017,18.7,54.7,0.1
CPU_ALL,T0018,18.2,62.8,0.1
CPU_ALL,T0019,16.8,69.3,0.0
CPU_ALL,T0020,11.4,80.4,0.0
CPU_ALL,T0021,12.0,81.5,0.1
CPU_ALL,T0022,11.5,84.5,0.0
CPU_ALL,T0023,10.5,72.2,0.0
CPU_ALL,T0024,8.9,75.7,0.0
CPU_ALL,T0025,10.9,72.4,0.0
CPU_ALL,T0026,10.0,79.5,0.0
CPU_ALL,T0027,9.2,68.6,0.0
CPU_ALL,T0028,8.3,69.1,0.0
CPU_ALL,T0029,8.5,72.4,0.0
CPU_ALL,T0030,8.9,72.3,0.0
CPU_ALL,T0031,9.6,70.4,0.1
CPU_ALL,T0032,10.1,52.1,0.0
CPU_ALL,T0033,11.2,15.1,0.0
CPU_ALL,T0034,4.8,30.9,1.0
CPU_ALL,T0035,11.0,61.9,0.0
CPU_ALL,T0036,11.3,55.9,0.4
CPU_ALL,T0037,9.3,67.9,0.0
CPU_ALL,T0038,21.5,58.1,0.0
CPU_ALL,T0039,22.3,76.6,0.0
CPU_ALL,T0040,22.8,76.0,0.0
CPU_ALL,T0041,21.9,77.3,0.0
CPU_ALL,T0042,21.5,77.9,0.0
CPU_ALL,T0043,20.9,78.0,0.0
CPU_ALL,T0044,21.0,78.9,0.0
CPU_ALL,T0045,21.2,78.3,0.0
