CPU_ALL,CPU Total TI6304006020866,User%,Sys%,Wait%
CPU_ALL,T0001,12.2,3.7,1.0
CPU_ALL,T0002,7.8,0.7,0.0
CPU_ALL,T0003,8.4,4.2,0.0
CPU_ALL,T0004,10.3,8.4,0.0
CPU_ALL,T0005,12.7,10.7,0.3
CPU_ALL,T0006,11.9,11.1,0.0
CPU_ALL,T0007,12.7,12.2,0.0
CPU_ALL,T0008,14.9,13.6,0.0
CPU_ALL,T0009,18.8,23.6,0.2
CPU_ALL,T0010,35.3,9.6,0.0
CPU_ALL,T0011,37.5,23.1,0.1
CPU_ALL,T0012,20.7,22.4,0.2
CPU_ALL,T0013,20.0,59.3,0.1
CPU_ALL,T0014,19.0,52.8,0.0
CPU_ALL,T0015,17.9,59.8,0.2
CPU_ALL,T0016,17.8,46.2,0.2
CPU_ALL,T0017,17.7,56.2,0.1
CPU_ALL,T0018,17.3,57.4,0.1
CPU_ALL,T0019,15.8,71.0,0.0
CPU_ALL,T0020,14.2,82.1,0.0
CPU_ALL,T0021,10.1,79.2,0.0
CPU_ALL,T0022,11.4,82.0,0.0
CPU_ALL,T0023,11.5,78.1,0.0
CPU_ALL,T0024,9.1,72.9,0.0
CPU_ALL,T0025,9.4,78.1,0.2
CPU_ALL,T0026,9.3,76.8,0.0
CPU_ALL,T0027,9.4,70.7,0.0
CPU_ALL,T0028,7.8,71.3,0.0
CPU_ALL,T0029,7.8,70.2,0.0
CPU_ALL,T0030,7.1,73.5,0.0
CPU_ALL,T0031,9.2,62.5,0.1
CPU_ALL,T0032,10.1,41.6,0.0
CPU_ALL,T0033,10.7,39.9,0.0
CPU_ALL,T0034,8.5,24.5,0.0
CPU_ALL,T0035,10.2,55.6,0.4
CPU_ALL,T0036,9.5,57.4,0.0
CPU_ALL,T0037,9.7,61.7,0.0
CPU_ALL,T0038,20.6,48.2,0.0
CPU_ALL,T0039,21.5,75.5,0.0
CPU_ALL,T0040,21.7,76.3,0.0
CPU_ALL,T0041,21.4,77.7,0.0
CPU_ALL,T0042,22.0,77.6,0.0
CPU_ALL,T0043,21.3,78.5,0.0
CPU_ALL,T0044,20.8,78.9,0.0
CPU_ALL,T0045,20.3,78.8,0.0
CPU_ALL,T0046,20.8,78.6,0.0
CPU_ALL,T0047,22.0,77.2,0.0
CPU_ALL,T0048,20.5,77.2,0.0
CPU_ALL,T0049,20.5,78.3,0.0
CPU_ALL,T0050,21.4,78.6,0.0
CPU_ALL,T0051,21.3,78.7,0.0
CPU_ALL,T0052,21.2,78.5,0.0
CPU_ALL,T0053,21.7,77.7,0.0
CPU_ALL,T0054,19.6,75.2,0.0
CPU_ALL,T0055,21.1,78.6,0.0
CPU_ALL,T0056,21.4,78.6,0.0
CPU_ALL,T0057,21.6,78.1,0.0
CPU_ALL,T0058,21.2,78.2,0.0
CPU_ALL,T0059,21.0,79.0,0.0
CPU_ALL,T0060,20.8,79.1,0.0
CPU_ALL,T0061,20.9,78.7,0.0
CPU_ALL,T0062,20.2,79.1,0.0
CPU_ALL,T0063,21.5,77.7,0.0
CPU_ALL,T0064,22.5,77.1,0.0
CPU_ALL,T0065,21.3,77.2,0.0
CPU_ALL,T0066,24.6,74.4,0.0
CPU_ALL,T0067,23.2,75.8,0.0
CPU_ALL,T0068,22.6,76.5,0.0
CPU_ALL,T0069,22.4,77.1,0.0
CPU_ALL,T0070,23.8,75.5,0.1
CPU_ALL,T0071,29.5,69.5,0.0
CPU_ALL,T0072,29.5,69.3,0.0
CPU_ALL,T0073,31.0,66.7,0.0
CPU_ALL,T0074,28.6,68.0,0.0
CPU_ALL,T0075,33.1,65.3,0.0
CPU_ALL,T0076,31.3,67.3,0.0
CPU_ALL,T0077,31.7,66.0,0.0
CPU_ALL,T0078,30.7,68.2,0.0
CPU_ALL,T0079,32.5,65.7,0.0
CPU_ALL,T0080,28.9,69.1,0.0
CPU_ALL,T0081,28.6,69.2,0.1
CPU_ALL,T0082,29.3,69.2,0.0
CPU_ALL,T0083,29.1,69.1,0.0
CPU_ALL,T0084,29.4,68.5,0.0
CPU_ALL,T0085,28.1,69.6,0.0
CPU_ALL,T0086,29.6,68.5,0.0
CPU_ALL,T0087,30.8,67.0,0.1
CPU_ALL,T0088,34.3,63.3,0.0
CPU_ALL,T0089,29.3,69.1,0.0
CPU_ALL,T0090,29.5,68.3,0.0
CPU_ALL,T0091,29.1,66.4,0.1
CPU_ALL,T0092,29.2,69.3,0.0
CPU_ALL,T0093,29.5,68.3,0.0
CPU_ALL,T0094,29.2,67.5,0.0
CPU_ALL,T0095,28.7,69.3,0.1
CPU_ALL,T0096,29.2,68.7,0.0
CPU_ALL,T0097,29.8,68.7,0.0
CPU_ALL,T0098,29.7,68.3,0.0
CPU_ALL,T0099,29.3,68.0,0.1
CPU_ALL,T0100,29.5,67.1,0.0
CPU_ALL,T0101,29.2,68.8,0.0
CPU_ALL,T0102,29.4,68.9,0.1
CPU_ALL,T0103,29.0,69.9,0.0
CPU_ALL,T0104,29.5,68.1,0.0
CPU_ALL,T0105,28.9,68.4,0.1
CPU_ALL,T0106,29.3,68.7,0.0
CPU_ALL,T0107,29.9,67.2,0.0
CPU_ALL,T0108,29.6,67.3,0.0
CPU_ALL,T0109,30.1,67.3,0.1
CPU_ALL,T0110,29.5,67.3,0.0
CPU_ALL,T0111,29.7,68.1,0.0
CPU_ALL,T0112,29.2,68.5,0.1
CPU_ALL,T0113,29.9,68.6,0.0
CPU_ALL,T0114,29.5,67.7,0.0
CPU_ALL,T0115,29.4,69.2,0.1
CPU_ALL,T0116,30.4,68.0,0.0
CPU_ALL,T0117,30.9,66.6,0.0
CPU_ALL,T0118,29.7,68.4,0.0
CPU_ALL,T0119,29.6,67.0,0.1
CPU_ALL,T0120,29.8,68.7,0.0
CPU_ALL,T0121,29.2,67.5,0.1
CPU_ALL,T0122,30.0,67.7,0.0
CPU_ALL,T0123,29.9,67.3,0.0
CPU_ALL,T0124,28.3,69.8,0.0
CPU_ALL,T0125,29.0,69.2,0.1
CPU_ALL,T0126,29.8,67.2,0.0
CPU_ALL,T0127,30.0,67.7,0.0
CPU_ALL,T0128,29.8,67.6,0.0
CPU_ALL,T0129,29.4,68.3,0.1
CPU_ALL,T0130,28.6,66.9,0.0
CPU_ALL,T0131,22.2,77.0,0.0
CPU_ALL,T0132,20.8,77.0,0.0
CPU_ALL,T0133,20.9,77.7,0.0
CPU_ALL,T0134,21.4,78.0,0.0
CPU_ALL,T0135,21.6,77.5,0.0
CPU_ALL,T0136,21.8,76.6,0.0
CPU_ALL,T0137,21.2,77.1,0.0
CPU_ALL,T0138,21.0,73.6,0.0
