1747337798.1147506,172.18.0.3,172.18.0.2,1,4,0,50,0,0
1747337798.1414375,172.18.0.3,172.18.0.2,1,4,0,51,0,0
1747337798.164957,172.18.0.3,172.18.0.2,1,4,0,52,0,0
1747337798.1991942,172.18.0.3,172.18.0.2,1,4,0,53,0,0
1747337798.218906,172.18.0.3,172.18.0.2,1,4,0,54,0,0
1747337798.2386785,172.18.0.3,172.18.0.2,1,4,0,55,0,0
1747337798.2473369,172.18.0.3,172.18.0.2,1,4,0,56,0,0
1747337798.2700303,172.18.0.3,172.18.0.2,3,40,0,57,1,0
1747337798.27538,172.18.0.3,172.18.0.2,1,4,0,58,0,0
1747337798.2848911,172.18.0.3,172.18.0.2,1,4,0,59,0,0
1747337798.2931714,172.18.0.3,172.18.0.2,3,30,0,60,1,0
1747337798.3042748,172.18.0.3,172.18.0.2,3,40,0,61,1,0
1747337798.3136127,172.18.0.3,172.18.0.2,1,4,0,62,0,0
1747337798.3189867,172.18.0.3,172.18.0.2,1,4,0,63,0,0
1747337798.3252268,172.18.0.3,172.18.0.2,1,4,0,64,0,0
1747337798.3321812,172.18.0.3,172.18.0.2,1,4,0,65,0,0
1747337798.338836,172.18.0.3,172.18.0.2,1,4,0,66,0,0
1747337798.3444118,172.18.0.3,172.18.0.2,1,4,0,67,0,0
1747337798.3521981,172.18.0.3,172.18.0.2,1,4,0,68,0,0
1747337798.3624456,172.18.0.3,172.18.0.2,1,4,0,69,0,0
1747337798.3679972,172.18.0.3,172.18.0.2,1,4,0,69,0,0
1747337798.374098,172.18.0.3,172.18.0.2,3,30,0,70,1,0
1747337798.3800216,172.18.0.3,172.18.0.2,1,4,0,70,0,0
1747337798.3852115,172.18.0.3,172.18.0.2,1,4,0,71,0,0
1747337798.3904276,172.18.0.3,172.18.0.2,1,4,0,72,0,0
1747337798.4517925,172.18.0.3,172.18.0.2,1,4,0,56,0,0
1747337798.4940972,172.18.0.3,172.18.0.2,1,4,0,50,0,0
1747337798.525099,172.18.0.3,172.18.0.2,1,4,0,50,0,0
1747337798.5337296,172.18.0.3,172.18.0.2,1,4,0,51,0,0
1747337798.5573957,172.18.0.3,172.18.0.2,1,4,0,50,0,0
1747337798.566247,172.18.0.3,172.18.0.2,1,4,0,50,0,0
1747337798.597707,172.18.0.3,172.18.0.2,1,4,0,50,0,0
1747337798.6098015,172.18.0.3,172.18.0.2,1,4,0,50,0,0
1747337798.618249,172.18.0.3,172.18.0.2,1,4,0,50,0,0
1747337798.6262534,172.18.0.3,172.18.0.2,1,4,0,51,0,0
1747337798.6322818,172.18.0.3,172.18.0.2,1,4,0,52,0,0
1747337798.6385193,172.18.0.3,172.18.0.2,1,4,0,53,0,0
1747337798.644054,172.18.0.3,172.18.0.2,1,4,0,53,0,0
1747337798.6516836,172.18.0.3,172.18.0.2,1,4,0,54,0,0
1747337798.6603777,172.18.0.3,172.18.0.2,1,4,0,55,0,0
1747337798.6680212,172.18.0.3,172.18.0.2,1,4,0,55,0,0
1747337798.6739652,172.18.0.3,172.18.0.2,1,4,0,56,0,0
1747337798.6791584,172.18.0.3,172.18.0.2,1,4,0,57,0,0
1747337798.6856937,172.18.0.3,172.18.0.2,1,4,0,58,0,0
1747337798.693658,172.18.0.3,172.18.0.2,1,4,0,59,0,0
1747337798.7018974,172.18.0.3,172.18.0.2,1,4,0,59,0,0
1747337798.7077348,172.18.0.3,172.18.0.2,1,4,0,60,0,0
1747337798.715575,172.18.0.3,172.18.0.2,1,4,0,61,0,0
1747337798.7223225,172.18.0.3,172.18.0.2,1,4,0,61,0,0
1747337798.7281342,172.18.0.3,172.18.0.2,1,4,0,62,0,0
1747337798.7372186,172.18.0.3,172.18.0.2,1,4,0,63,0,0
1747337798.7449992,172.18.0.3,172.18.0.2,1,4,0,63,0,0
1747337798.7583442,172.18.0.3,172.18.0.2,1,4,0,63,0,0
1747337798.7665071,172.18.0.3,172.18.0.2,1,4,0,64,0,0
1747337798.7740912,172.18.0.3,172.18.0.2,1,4,0,64,0,0
1747337798.7843258,172.18.0.3,172.18.0.2,1,4,0,64,0,0
1747337798.7904215,172.18.0.3,172.18.0.2,1,4,0,64,0,0
1747337798.7962685,172.18.0.3,172.18.0.2,1,4,0,64,0,0
1747337798.803605,172.18.0.3,172.18.0.2,1,4,0,65,0,0
1747337798.8114614,172.18.0.3,172.18.0.2,1,4,0,65,0,0
1747337798.817553,172.18.0.3,172.18.0.2,1,4,0,65,0,0
1747337798.8239846,172.18.0.3,172.18.0.2,1,4,0,65,0,0
1747337798.8287563,172.18.0.3,172.18.0.2,1,4,0,65,0,0
1747337798.8351297,172.18.0.3,172.18.0.2,1,4,0,65,0,0
1747337798.8414707,172.18.0.3,172.18.0.2,1,4,0,65,0,0
1747337798.8477206,172.18.0.3,172.18.0.2,1,4,0,65,0,0
1747337798.8530343,172.18.0.3,172.18.0.2,1,4,0,65,0,0
1747337798.859379,172.18.0.3,172.18.0.2,1,4,0,66,0,0
1747337798.8654208,172.18.0.3,172.18.0.2,1,4,0,66,0,0
1747337798.8723056,172.18.0.3,172.18.0.2,1,4,0,66,0,0
1747337798.8778183,172.18.0.3,172.18.0.2,1,4,0,66,0,0
1747337798.8847032,172.18.0.3,172.18.0.2,1,4,0,65,0,0
1747337798.89171,172.18.0.3,172.18.0.2,1,4,0,65,0,0
1747337798.899377,172.18.0.3,172.18.0.2,1,4,0,66,0,0
1747337798.9085033,172.18.0.3,172.18.0.2,1,4,0,67,0,0
1747337798.9137099,172.18.0.3,172.18.0.2,3,40,0,68,1,0
1747337798.9187987,172.18.0.3,172.18.0.2,1,4,0,69,0,0
1747337798.925303,172.18.0.3,172.18.0.2,1,4,0,70,0,0
1747337798.9357507,172.18.0.3,172.18.0.2,1,4,0,71,0,0
1747337798.9420145,172.18.0.3,172.18.0.2,1,4,0,72,0,0
1747337798.9511514,172.18.0.3,172.18.0.2,1,4,0,73,0,0
1747337798.9573107,172.18.0.3,172.18.0.2,1,4,0,73,0,0
1747337798.9641743,172.18.0.3,172.18.0.2,3,29,0,74,1,0
1747337798.970166,172.18.0.3,172.18.0.2,1,4,0,75,0,0
