CPU_ALL,CPU Total TI6304006020866,User%,Sys%,Wait%
CPU_ALL,T0001,12.2,3.2,1.3
CPU_ALL,T0002,7.8,0.8,0.0
CPU_ALL,T0003,8.0,2.8,0.0
CPU_ALL,T0004,9.6,8.4,0.0
CPU_ALL,T0005,12.1,11.4,0.3
CPU_ALL,T0006,12.1,11.5,0.0
CPU_ALL,T0007,12.7,12.0,0.0
CPU_ALL,T0008,12.9,11.4,0.0
CPU_ALL,T0009,20.0,24.3,0.0
CPU_ALL,T0010,34.8,12.5,0.1
CPU_ALL,T0011,34.9,14.1,0.0
CPU_ALL,T0012,24.9,23.9,0.2
CPU_ALL,T0013,21.8,38.2,0.2
CPU_ALL,T0014,18.5,65.8,0.0
CPU_ALL,T0015,18.4,44.4,0.1
CPU_ALL,T0016,17.5,59.1,0.1
CPU_ALL,T0017,18.4,54.6,0.1
CPU_ALL,T0018,17.5,62.4,0.0
CPU_ALL,T0019,16.2,65.5,0.1
CPU_ALL,T0020,14.0,81.7,0.0
CPU_ALL,T0021,11.1,76.3,0.0
CPU_ALL,T0022,13.4,80.3,0.0
CPU_ALL,T0023,9.2,79.6,0.0
CPU_ALL,T0024,9.1,77.9,0.0
CPU_ALL,T0025,11.1,81.4,0.0
CPU_ALL,T0026,9.4,75.7,0.0
CPU_ALL,T0027,9.9,74.9,0.0
CPU_ALL,T0028,8.3,71.7,0.0
CPU_ALL,T0029,7.8,71.1,0.0
CPU_ALL,T0030,7.4,74.8,0.2
CPU_ALL,T0031,8.8,61.3,0.1
CPU_ALL,T0032,11.3,40.6,0.0
CPU_ALL,T0033,9.0,39.3,0.0
CPU_ALL,T0034,4.3,14.5,0.0
CPU_ALL,T0035,10.8,54.0,0.4
CPU_ALL,T0036,11.3,65.1,0.0
CPU_ALL,T0037,11.7,43.6,0.0
CPU_ALL,T0038,22.6,61.3,0.0
CPU_ALL,T0039,22.4,76.9,0.0
CPU_ALL,T0040,23.0,76.5,0.0
CPU_ALL,T0041,20.4,77.2,0.0
CPU_ALL,T0042,22.0,77.9,0.0
CPU_ALL,T0043,21.1,78.4,0.0
CPU_ALL,T0044,20.7,79.0,0.0
CPU_ALL,T0045,21.2,78.7,0.0
CPU_ALL,T0046,21.1,78.8,0.0
CPU_ALL,T0047,20.2,79.6,0.0
CPU_ALL,T0048,21.3,78.3,0.0
CPU_ALL,T0049,21.8,78.2,0.0
CPU_ALL,T0050,21.4,78.6,0.0
CPU_ALL,T0051,20.8,76.0,0.0
CPU_ALL,T0052,21.3,78.7,0.0
CPU_ALL,T0053,20.7,79.3,0.0
CPU_ALL,T0054,21.3,78.0,0.0
CPU_ALL,T0055,20.3,76.5,0.0
CPU_ALL,T0056,21.1,78.1,0.0
CPU_ALL,T0057,21.1,78.7,0.0
CPU_ALL,T0058,21.9,78.0,0.0
CPU_ALL,T0059,21.2,78.1,0.0
CPU_ALL,T0060,20.6,79.0,0.0
CPU_ALL,T0061,21.4,78.5,0.0
CPU_ALL,T0062,20.6,78.9,0.0
CPU_ALL,T0063,21.5,78.3,0.0
CPU_ALL,T0064,21.6,77.6,0.0
CPU_ALL,T0065,20.0,79.1,0.0
CPU_ALL,T0066,21.6,78.4,0.0
CPU_ALL,T0067,20.1,77.4,0.0
CPU_ALL,T0068,21.7,78.3,0.0
CPU_ALL,T0069,21.2,78.4,0.0
CPU_ALL,T0070,22.0,76.8,0.0
CPU_ALL,T0071,25.2,72.7,0.0
CPU_ALL,T0072,28.8,69.0,0.0
CPU_ALL,T0073,28.8,70.2,0.0
CPU_ALL,T0074,28.5,70.5,0.0
CPU_ALL,T0075,29.6,68.7,0.1
CPU_ALL,T0076,28.8,69.3,0.0
CPU_ALL,T0077,28.4,69.1,0.0
CPU_ALL,T0078,29.0,69.1,0.0
CPU_ALL,T0079,29.3,68.6,0.0
CPU_ALL,T0080,29.2,68.8,0.1
CPU_ALL,T0081,28.3,66.3,0.0
CPU_ALL,T0082,30.0,68.3,0.0
CPU_ALL,T0083,29.4,68.6,0.0
CPU_ALL,T0084,29.9,67.9,0.1
CPU_ALL,T0085,29.0,68.9,0.0
CPU_ALL,T0086,30.4,67.7,0.0
CPU_ALL,T0087,32.6,65.9,0.0
CPU_ALL,T0088,29.3,69.3,0.0
CPU_ALL,T0089,29.2,67.1,0.0
CPU_ALL,T0090,29.1,67.7,0.1
CPU_ALL,T0091,29.7,68.5,0.0
CPU_ALL,T0092,29.0,68.4,0.0
CPU_ALL,T0093,28.9,68.6,0.1
CPU_ALL,T0094,29.4,68.2,0.0
CPU_ALL,T0095,29.1,66.7,0.0
CPU_ALL,T0096,30.5,67.3,0.0
CPU_ALL,T0097,29.1,69.0,0.1
CPU_ALL,T0098,29.3,68.9,0.0
CPU_ALL,T0099,30.2,68.0,0.0
CPU_ALL,T0100,29.1,68.5,0.0
CPU_ALL,T0101,28.9,69.0,0.1
CPU_ALL,T0102,29.5,67.8,0.0
CPU_ALL,T0103,29.2,66.8,0.0
CPU_ALL,T0104,29.3,68.1,0.0
CPU_ALL,T0105,29.1,69.5,0.1
CPU_ALL,T0106,29.1,68.7,0.0
CPU_ALL,T0107,28.6,69.3,0.0
CPU_ALL,T0108,28.9,69.3,0.0
CPU_ALL,T0109,29.1,68.2,0.0
CPU_ALL,T0110,29.1,69.2,0.1
CPU_ALL,T0111,29.1,67.8,0.0
CPU_ALL,T0112,29.9,68.6,0.0
CPU_ALL,T0113,28.5,68.9,0.0
CPU_ALL,T0114,29.3,68.5,0.0
CPU_ALL,T0115,30.0,68.1,0.0
CPU_ALL,T0116,29.0,69.5,0.0
CPU_ALL,T0117,29.4,68.4,0.0
CPU_ALL,T0118,28.8,67.8,0.1
CPU_ALL,T0119,30.3,67.4,0.0
CPU_ALL,T0120,29.1,68.8,0.0
CPU_ALL,T0121,29.4,67.8,0.1
CPU_ALL,T0122,30.3,68.2,0.0
CPU_ALL,T0123,29.7,67.8,0.0
CPU_ALL,T0124,29.5,68.0,0.1
CPU_ALL,T0125,29.3,68.7,0.0
CPU_ALL,T0126,29.7,67.8,0.0
CPU_ALL,T0127,29.2,69.2,0.1
CPU_ALL,T0128,29.9,67.7,0.0
CPU_ALL,T0129,29.0,68.5,0.0
CPU_ALL,T0130,28.1,69.0,0.1
CPU_ALL,T0131,20.7,77.3,0.0
CPU_ALL,T0132,21.1,78.0,0.0
CPU_ALL,T0133,19.5,75.9,0.0
CPU_ALL,T0134,20.8,78.4,0.0
CPU_ALL,T0135,21.4,77.8,0.0
CPU_ALL,T0136,21.0,78.2,0.0
CPU_ALL,T0137,23.1,75.9,0.0
CPU_ALL,T0138,21.0,77.4,0.0
