CPU_ALL,CPU Total TI6304006020866,User%,Sys%,Wait%
CPU_ALL,T0001,12.3,3.5,0.7
CPU_ALL,T0002,7.9,0.7,0.0
CPU_ALL,T0003,8.8,5.1,0.0
CPU_ALL,T0004,10.7,9.5,0.1
CPU_ALL,T0005,12.6,11.2,1.0
CPU_ALL,T0006,11.6,10.8,0.0
CPU_ALL,T0007,12.9,12.7,0.0
CPU_ALL,T0008,11.8,10.5,0.0
CPU_ALL,T0009,23.6,33.2,0.0
CPU_ALL,T0010,34.7,10.1,0.5
CPU_ALL,T0011,34.1,19.6,0.0
CPU_ALL,T0012,21.1,23.0,0.2
CPU_ALL,T0013,19.9,50.6,0.2
CPU_ALL,T0014,19.7,63.8,0.0
CPU_ALL,T0015,18.9,49.7,0.5
CPU_ALL,T0016,17.9,54.1,0.1
CPU_ALL,T0017,18.2,59.0,0.1
CPU_ALL,T0018,17.7,61.7,0.0
CPU_ALL,T0019,16.1,72.7,0.1
CPU_ALL,T0020,14.3,82.6,0.0
CPU_ALL,T0021,10.1,77.0,0.0
CPU_ALL,T0022,12.5,84.1,0.0
CPU_ALL,T0023,8.7,77.0,0.0
CPU_ALL,T0024,9.7,75.6,0.0
CPU_ALL,T0025,10.6,82.4,0.1
CPU_ALL,T0026,9.9,76.4,0.0
CPU_ALL,T0027,8.5,73.2,0.0
CPU_ALL,T0028,7.4,73.4,0.0
CPU_ALL,T0029,8.2,68.8,0.0
CPU_ALL,T0030,9.0,60.8,0.0
CPU_ALL,T0031,11.1,48.4,0.0
CPU_ALL,T0032,11.1,39.7,0.0
CPU_ALL,T0033,5.4,35.9,0.0
CPU_ALL,T0034,5.4,19.9,0.0
CPU_ALL,T0035,12.9,59.8,0.3
CPU_ALL,T0036,11.5,58.9,0.0
CPU_ALL,T0037,8.1,26.4,0.0
CPU_ALL,T0038,22.6,59.7,0.0
CPU_ALL,T0039,22.1,76.8,0.1
CPU_ALL,T0040,21.8,76.6,0.0
CPU_ALL,T0041,22.8,77.1,0.0
CPU_ALL,T0042,21.2,78.6,0.0
CPU_ALL,T0043,21.3,78.0,0.0
CPU_ALL,T0044,21.4,78.1,0.0
CPU_ALL,T0045,21.5,78.5,0.0
CPU_ALL,T0046,21.3,78.1,0.0
CPU_ALL,T0047,21.8,78.0,0.0
CPU_ALL,T0048,20.8,78.5,0.0
CPU_ALL,T0049,20.6,78.7,0.0
CPU_ALL,T0050,22.0,78.0,0.0
CPU_ALL,T0051,21.7,78.0,0.0
CPU_ALL,T0052,20.9,78.4,0.0
CPU_ALL,T0053,20.8,79.2,0.0
CPU_ALL,T0054,19.3,75.7,0.0
CPU_ALL,T0055,20.9,78.7,0.0
CPU_ALL,T0056,20.8,78.8,0.0
CPU_ALL,T0057,21.7,78.3,0.0
CPU_ALL,T0058,20.3,75.1,0.0
CPU_ALL,T0059,21.5,78.0,0.0
CPU_ALL,T0060,21.4,78.6,0.0
CPU_ALL,T0061,21.7,78.1,0.0
CPU_ALL,T0062,21.6,78.4,0.0
CPU_ALL,T0063,20.7,78.8,0.0
CPU_ALL,T0064,21.2,78.7,0.0
CPU_ALL,T0065,21.1,78.9,0.0
CPU_ALL,T0066,22.0,78.0,0.0
CPU_ALL,T0067,19.9,78.7,0.0
