CPU_ALL,CPU Total TI6304006020866,User%,Sys%,Wait%
CPU_ALL,T0001,11.8,3.5,1.6
CPU_ALL,T0002,7.9,0.5,0.0
CPU_ALL,T0003,8.2,3.3,0.0
CPU_ALL,T0004,10.0,8.5,0.0
CPU_ALL,T0005,12.2,11.0,0.2
CPU_ALL,T0006,11.8,10.8,0.0
CPU_ALL,T0007,13.4,13.4,0.0
CPU_ALL,T0008,12.3,10.2,0.0
CPU_ALL,T0009,25.2,30.7,0.0
CPU_ALL,T0010,35.9,9.0,0.2
CPU_ALL,T0011,34.8,17.7,0.0
CPU_ALL,T0012,23.7,27.8,0.2
CPU_ALL,T0013,20.3,44.1,0.1
CPU_ALL,T0014,18.7,67.4,0.0
CPU_ALL,T0015,19.6,43.6,0.7
CPU_ALL,T0016,17.7,63.1,0.0
CPU_ALL,T0017,17.9,56.6,0.1
CPU_ALL,T0018,17.9,63.1,0.1
CPU_ALL,T0019,16.9,67.2,0.0
CPU_ALL,T0020,14.3,82.8,0.1
CPU_ALL,T0021,10.5,77.6,0.0
CPU_ALL,T0022,12.9,84.5,0.0
CPU_ALL,T0023,9.0,75.4,0.0
CPU_ALL,T0024,9.6,79.7,0.0
CPU_ALL,T0025,10.3,83.1,0.0
CPU_ALL,T0026,9.9,77.1,0.0
CPU_ALL,T0027,8.9,73.7,0.0
CPU_ALL,T0028,8.1,72.5,0.0
CPU_ALL,T0029,7.1,72.6,0.0
CPU_ALL,T0030,7.9,68.4,0.3
CPU_ALL,T0031,10.4,38.3,0.0
CPU_ALL,T0032,10.5,45.2,0.0
CPU_ALL,T0033,5.7,42.0,0.0
CPU_ALL,T0034,4.5,12.3,0.0
CPU_ALL,T0035,11.0,59.9,0.2
CPU_ALL,T0036,10.9,59.0,0.0
CPU_ALL,T0037,8.0,34.4,0.0
CPU_ALL,T0038,10.8,65.4,0.0
CPU_ALL,T0039,21.2,61.4,0.0
CPU_ALL,T0040,21.6,77.2,0.0
CPU_ALL,T0041,22.5,76.9,0.0
CPU_ALL,T0042,21.2,78.1,0.0
CPU_ALL,T0043,20.9,78.8,0.0
CPU_ALL,T0044,20.4,79.4,0.0
CPU_ALL,T0045,21.8,77.9,0.0
CPU_ALL,T0046,21.4,78.2,0.0
CPU_ALL,T0047,20.7,77.8,0.0
CPU_ALL,T0048,22.0,77.8,0.0
CPU_ALL,T0049,21.0,78.4,0.0
CPU_ALL,T0050,21.4,78.2,0.0
CPU_ALL,T0051,21.2,78.3,0.0
CPU_ALL,T0052,19.6,78.6,0.0
CPU_ALL,T0053,21.4,78.1,0.0
CPU_ALL,T0054,20.1,79.7,0.0
CPU_ALL,T0055,20.6,78.6,0.0
CPU_ALL,T0056,21.0,79.0,0.0
CPU_ALL,T0057,20.2,79.0,0.0
CPU_ALL,T0058,21.0,78.5,0.0
CPU_ALL,T0059,20.1,79.4,0.0
CPU_ALL,T0060,21.1,78.8,0.0
CPU_ALL,T0061,21.3,78.2,0.0
CPU_ALL,T0062,22.7,76.6,0.0
CPU_ALL,T0063,24.5,75.0,0.0
CPU_ALL,T0064,24.6,74.1,0.0
CPU_ALL,T0065,25.6,74.3,0.0
CPU_ALL,T0066,24.8,75.2,0.0
CPU_ALL,T0067,25.2,74.2,0.0
CPU_ALL,T0068,26.5,73.4,0.0
CPU_ALL,T0069,25.2,74.6,0.0
CPU_ALL,T0070,24.6,74.2,0.2
CPU_ALL,T0071,25.2,73.4,0.0
CPU_ALL,T0072,32.6,66.0,0.0
CPU_ALL,T0073,32.5,65.9,0.1
CPU_ALL,T0074,34.0,64.1,0.2
CPU_ALL,T0075,32.5,65.0,0.2
CPU_ALL,T0076,33.7,64.5,0.2
CPU_ALL,T0077,32.3,65.3,0.1
CPU_ALL,T0078,34.5,64.2,0.0
CPU_ALL,T0079,34.5,63.7,0.1
CPU_ALL,T0080,35.3,63.2,0.0
CPU_ALL,T0081,34.3,63.9,0.0
CPU_ALL,T0082,35.4,62.8,0.0
CPU_ALL,T0083,33.5,64.5,0.1
CPU_ALL,T0084,34.3,64.2,0.0
CPU_ALL,T0085,34.8,63.6,0.0
CPU_ALL,T0086,35.5,62.7,0.0
CPU_ALL,T0087,34.8,63.3,0.0
CPU_ALL,T0088,37.8,60.5,0.1
CPU_ALL,T0089,33.4,64.7,0.0
CPU_ALL,T0090,34.0,64.0,0.0
CPU_ALL,T0091,34.1,63.8,0.0
CPU_ALL,T0092,33.7,64.3,0.0
CPU_ALL,T0093,33.1,65.4,0.0
CPU_ALL,T0094,33.8,62.8,0.0
CPU_ALL,T0095,34.3,63.3,0.1
CPU_ALL,T0096,34.4,63.3,0.0
CPU_ALL,T0097,33.2,65.1,0.0
CPU_ALL,T0098,35.5,58.9,0.0
CPU_ALL,T0099,33.0,64.9,0.0
CPU_ALL,T0100,32.6,65.9,0.0
CPU_ALL,T0101,33.1,64.7,0.0
CPU_ALL,T0102,33.2,65.4,0.1
CPU_ALL,T0103,33.4,62.1,0.0
CPU_ALL,T0104,33.0,64.1,0.0
CPU_ALL,T0105,34.0,63.3,0.0
CPU_ALL,T0106,32.5,65.5,0.0
CPU_ALL,T0107,31.0,66.8,0.1
CPU_ALL,T0108,29.1,67.0,0.0
CPU_ALL,T0109,28.7,69.8,0.0
CPU_ALL,T0110,29.0,68.3,0.0
CPU_ALL,T0111,28.5,69.3,0.0
CPU_ALL,T0112,28.4,69.9,0.0
CPU_ALL,T0113,28.8,69.3,0.0
CPU_ALL,T0114,28.8,68.8,0.1
CPU_ALL,T0115,30.1,66.3,0.0
CPU_ALL,T0116,29.5,68.4,0.0
CPU_ALL,T0117,29.4,68.7,0.0
CPU_ALL,T0118,28.7,68.5,0.1
CPU_ALL,T0119,28.7,68.3,0.0
CPU_ALL,T0120,28.8,68.5,0.0
CPU_ALL,T0121,28.5,68.1,0.2
CPU_ALL,T0122,28.5,68.9,0.0
CPU_ALL,T0123,28.2,69.3,0.0
CPU_ALL,T0124,29.3,67.1,0.1
CPU_ALL,T0125,29.2,68.4,0.0
CPU_ALL,T0126,28.8,69.0,0.0
CPU_ALL,T0127,29.1,68.5,0.0
CPU_ALL,T0128,29.1,67.9,0.0
CPU_ALL,T0129,28.2,70.3,0.0
CPU_ALL,T0130,29.6,66.7,0.1
CPU_ALL,T0131,20.7,77.0,0.0
CPU_ALL,T0132,20.9,78.3,0.0
CPU_ALL,T0133,19.7,77.9,0.0
CPU_ALL,T0134,21.8,77.3,0.0
CPU_ALL,T0135,21.6,77.4,0.0
CPU_ALL,T0136,21.2,77.6,0.0
CPU_ALL,T0137,20.8,77.6,0.0
CPU_ALL,T0138,22.0,77.3,0.0
