MEM,Memory MB TI6304006020866,memtotal,hightotal,lowtotal,swaptotal,memfree,highfree,lowfree,swapfree,memshared,cached,active,bigfree,buffers,swapcached,inactive
MEM,T0001,15677.5,-0.0,-0.0,1956.0,7619.1,-0.0,-0.0,1956.0,183.0,3856.9,2778.7,-1.0,454.4,0.0,2918.6
MEM,T0002,15677.5,-0.0,-0.0,1956.0,7340.0,-0.0,-0.0,1956.0,159.0,3832.9,3075.1,-1.0,454.4,0.0,2918.6
MEM,T0003,15677.5,-0.0,-0.0,1956.0,7085.8,-0.0,-0.0,1956.0,155.0,3829.0,3289.5,-1.0,454.4,0.0,2918.8
MEM,T0004,15677.5,-0.0,-0.0,1956.0,7007.8,-0.0,-0.0,1956.0,155.0,3829.9,3295.3,-1.0,454.4,0.0,2919.6
MEM,T0005,15677.5,-0.0,-0.0,1956.0,6862.0,-0.0,-0.0,1956.0,155.0,3830.6,3346.0,-1.0,454.4,0.0,2920.3
MEM,T0006,15677.5,-0.0,-0.0,1956.0,6716.5,-0.0,-0.0,1956.0,155.0,3831.3,3396.8,-1.0,454.4,0.0,2921.1
MEM,T0007,15677.5,-0.0,-0.0,1956.0,6592.7,-0.0,-0.0,1956.0,155.0,3832.0,3440.5,-1.0,454.4,0.0,2921.7
MEM,T0008,15677.5,-0.0,-0.0,1956.0,6468.3,-0.0,-0.0,1956.0,155.0,3832.6,3476.4,-1.0,454.4,0.0,2922.3
MEM,T0009,15677.5,-0.0,-0.0,1956.0,6455.4,-0.0,-0.0,1956.0,155.0,3832.7,3478.6,-1.0,454.4,0.0,2922.5
MEM,T0010,15677.5,-0.0,-0.0,1956.0,6149.6,-0.0,-0.0,1956.0,163.1,3841.8,3681.0,-1.0,454.4,0.0,2923.5
MEM,T0011,15677.5,-0.0,-0.0,1956.0,5782.9,-0.0,-0.0,1956.0,175.1,3854.6,3938.1,-1.0,454.4,0.0,2924.3
MEM,T0012,15677.5,-0.0,-0.0,1956.0,5491.5,-0.0,-0.0,1956.0,347.6,4027.9,4002.5,-1.0,454.4,0.0,2925.2
MEM,T0013,15677.5,-0.0,-0.0,1956.0,5206.4,-0.0,-0.0,1956.0,536.2,4217.2,4042.5,-1.0,454.4,0.0,2925.8
MEM,T0014,15677.5,-0.0,-0.0,1956.0,5240.5,-0.0,-0.0,1956.0,351.2,4032.6,4082.2,-1.0,454.4,0.0,2926.1
MEM,T0015,15677.5,-0.0,-0.0,1956.0,5064.5,-0.0,-0.0,1956.0,367.7,4049.5,4074.9,-1.0,454.5,0.0,2926.7
MEM,T0016,15677.5,-0.0,-0.0,1956.0,4872.7,-0.0,-0.0,1956.0,439.2,4121.6,4118.5,-1.0,454.5,0.0,2927.2
MEM,T0017,15677.5,-0.0,-0.0,1956.0,4778.5,-0.0,-0.0,1956.0,524.9,4207.7,4150.0,-1.0,454.5,0.0,2927.6
MEM,T0018,15677.5,-0.0,-0.0,1956.0,4740.9,-0.0,-0.0,1956.0,468.8,4152.0,4184.7,-1.0,454.5,0.0,2928.0
MEM,T0019,15677.5,-0.0,-0.0,1956.0,4810.6,-0.0,-0.0,1956.0,351.3,4034.8,4211.2,-1.0,454.5,0.0,2928.3
MEM,T0020,15677.5,-0.0,-0.0,1956.0,4792.6,-0.0,-0.0,1956.0,351.3,4034.9,4225.0,-1.0,454.5,0.0,2928.4
MEM,T0021,15677.5,-0.0,-0.0,1956.0,4749.4,-0.0,-0.0,1956.0,351.3,4035.2,4241.7,-1.0,454.5,0.0,2928.7
MEM,T0022,15677.5,-0.0,-0.0,1956.0,4734.1,-0.0,-0.0,1956.0,351.3,4035.3,4264.0,-1.0,454.5,0.0,2928.8
MEM,T0023,15677.5,-0.0,-0.0,1956.0,4694.3,-0.0,-0.0,1956.0,351.3,4035.7,4282.7,-1.0,454.5,0.0,2929.2
MEM,T0024,15677.5,-0.0,-0.0,1956.0,4669.4,-0.0,-0.0,1956.0,351.3,4035.9,4298.5,-1.0,454.5,0.0,2929.5
MEM,T0025,15677.5,-0.0,-0.0,1956.0,4656.8,-0.0,-0.0,1956.0,351.3,4036.1,4316.1,-1.0,454.5,0.0,2929.6
MEM,T0026,15677.5,-0.0,-0.0,1956.0,4647.2,-0.0,-0.0,1956.0,351.3,4036.4,4336.3,-1.0,454.5,0.0,2929.9
MEM,T0027,15677.5,-0.0,-0.0,1956.0,4621.3,-0.0,-0.0,1956.0,351.3,4036.8,4357.4,-1.0,454.5,0.0,2930.3
MEM,T0028,15677.5,-0.0,-0.0,1956.0,4557.9,-0.0,-0.0,1956.0,351.3,4037.3,4375.7,-1.0,454.5,0.0,2930.8
MEM,T0029,15677.5,-0.0,-0.0,1956.0,4546.7,-0.0,-0.0,1956.0,351.3,4037.7,4394.0,-1.0,454.5,0.0,2931.2
MEM,T0030,15677.5,-0.0,-0.0,1956.0,4536.9,-0.0,-0.0,1956.0,351.3,4038.1,4410.8,-1.0,454.5,0.0,2931.6
MEM,T0031,15677.5,-0.0,-0.0,1956.0,4716.1,-0.0,-0.0,1956.0,351.3,4039.4,4393.7,-1.0,454.5,0.0,2932.9
MEM,T0032,15677.5,-0.0,-0.0,1956.0,4850.1,-0.0,-0.0,1956.0,351.3,4040.2,4343.5,-1.0,454.5,0.0,2933.7
MEM,T0033,15677.5,-0.0,-0.0,1956.0,4885.8,-0.0,-0.0,1956.0,351.3,4040.8,4326.5,-1.0,454.5,0.0,2934.1
MEM,T0034,15677.5,-0.0,-0.0,1956.0,4885.0,-0.0,-0.0,1956.0,351.3,4041.0,4327.0,-1.0,454.5,0.0,2934.5
MEM,T0035,15677.5,-0.0,-0.0,1956.0,4878.4,-0.0,-0.0,1956.0,351.3,4041.3,4330.9,-1.0,454.5,0.0,2934.8
MEM,T0036,15677.5,-0.0,-0.0,1956.0,4877.2,-0.0,-0.0,1956.0,351.3,4041.5,4332.2,-1.0,454.5,0.0,2935.1
MEM,T0037,15677.5,-0.0,-0.0,1956.0,4876.9,-0.0,-0.0,1956.0,351.3,4041.6,4332.4,-1.0,454.5,0.0,2935.1
MEM,T0038,15677.5,-0.0,-0.0,1956.0,4876.9,-0.0,-0.0,1956.0,351.3,4041.6,4332.4,-1.0,454.5,0.0,2935.1
MEM,T0039,15677.5,-0.0,-0.0,1956.0,4876.9,-0.0,-0.0,1956.0,351.3,4041.6,4332.4,-1.0,454.5,0.0,2935.1
MEM,T0040,15677.5,-0.0,-0.0,1956.0,4876.9,-0.0,-0.0,1956.0,351.3,4041.7,4332.4,-1.0,454.5,0.0,2935.1
MEM,T0041,15677.5,-0.0,-0.0,1956.0,4876.9,-0.0,-0.0,1956.0,351.3,4041.7,4332.5,-1.0,454.5,0.0,2935.1
MEM,T0042,15677.5,-0.0,-0.0,1956.0,4876.9,-0.0,-0.0,1956.0,351.3,4041.7,4332.5,-1.0,454.5,0.0,2935.1
MEM,T0043,15677.5,-0.0,-0.0,1956.0,4875.0,-0.0,-0.0,1956.0,351.3,4041.7,4332.5,-1.0,454.5,0.0,2935.1
MEM,T0044,15677.5,-0.0,-0.0,1956.0,4875.0,-0.0,-0.0,1956.0,351.3,4041.7,4332.5,-1.0,454.5,0.0,2935.1
MEM,T0045,15677.5,-0.0,-0.0,1956.0,4875.0,-0.0,-0.0,1956.0,351.3,4041.7,4332.5,-1.0,454.5,0.0,2935.1
MEM,T0046,15677.5,-0.0,-0.0,1956.0,4874.5,-0.0,-0.0,1956.0,351.3,4041.7,4332.5,-1.0,454.5,0.0,2935.2
MEM,T0047,15677.5,-0.0,-0.0,1956.0,4874.5,-0.0,-0.0,1956.0,351.3,4041.7,4332.5,-1.0,454.5,0.0,2935.2
MEM,T0048,15677.5,-0.0,-0.0,1956.0,4874.5,-0.0,-0.0,1956.0,351.3,4041.7,4332.5,-1.0,454.5,0.0,2935.2
MEM,T0049,15677.5,-0.0,-0.0,1956.0,4874.5,-0.0,-0.0,1956.0,351.3,4041.7,4332.5,-1.0,454.5,0.0,2935.2
MEM,T0050,15677.5,-0.0,-0.0,1956.0,4874.5,-0.0,-0.0,1956.0,351.3,4041.7,4332.5,-1.0,454.5,0.0,2935.2
MEM,T0051,15677.5,-0.0,-0.0,1956.0,4874.5,-0.0,-0.0,1956.0,351.3,4041.7,4332.4,-1.0,454.5,0.0,2935.2
MEM,T0052,15677.5,-0.0,-0.0,1956.0,4874.5,-0.0,-0.0,1956.0,351.3,4041.7,4332.4,-1.0,454.5,0.0,2935.2
MEM,T0053,15677.5,-0.0,-0.0,1956.0,4874.5,-0.0,-0.0,1956.0,351.3,4041.7,4332.4,-1.0,454.5,0.0,2935.2
MEM,T0054,15677.5,-0.0,-0.0,1956.0,4874.5,-0.0,-0.0,1956.0,351.3,4041.7,4332.4,-1.0,454.5,0.0,2935.2
MEM,T0055,15677.5,-0.0,-0.0,1956.0,4874.5,-0.0,-0.0,1956.0,351.3,4041.7,4332.4,-1.0,454.5,0.0,2935.2
MEM,T0056,15677.5,-0.0,-0.0,1956.0,4874.5,-0.0,-0.0,1956.0,351.3,4041.7,4332.5,-1.0,454.5,0.0,2935.2
MEM,T0057,15677.5,-0.0,-0.0,1956.0,4874.5,-0.0,-0.0,1956.0,351.3,4041.7,4332.5,-1.0,454.5,0.0,2935.2
MEM,T0058,15677.5,-0.0,-0.0,1956.0,4874.5,-0.0,-0.0,1956.0,351.3,4041.7,4332.5,-1.0,454.5,0.0,2935.2
MEM,T0059,15677.5,-0.0,-0.0,1956.0,4874.5,-0.0,-0.0,1956.0,351.3,4041.7,4332.5,-1.0,454.5,0.0,2935.2
MEM,T0060,15677.5,-0.0,-0.0,1956.0,4874.5,-0.0,-0.0,1956.0,351.3,4041.7,4332.7,-1.0,454.5,0.0,2935.2
MEM,T0061,15677.5,-0.0,-0.0,1956.0,4874.5,-0.0,-0.0,1956.0,351.3,4041.7,4332.7,-1.0,454.5,0.0,2935.2
MEM,T0062,15677.5,-0.0,-0.0,1956.0,4874.5,-0.0,-0.0,1956.0,351.3,4041.7,4332.7,-1.0,454.5,0.0,2935.2
MEM,T0063,15677.5,-0.0,-0.0,1956.0,4874.5,-0.0,-0.0,1956.0,351.3,4041.7,4332.7,-1.0,454.5,0.0,2935.2
MEM,T0064,15677.5,-0.0,-0.0,1956.0,4874.5,-0.0,-0.0,1956.0,351.3,4041.7,4332.7,-1.0,454.5,0.0,2935.2
