CPU_ALL,CPU Total TI6304006020866,User%,Sys%,Wait%
CPU_ALL,T0001,12.1,3.5,0.9
CPU_ALL,T0002,7.9,0.6,0.0
CPU_ALL,T0003,8.7,4.9,0.1
CPU_ALL,T0004,10.6,8.7,0.0
CPU_ALL,T0005,12.2,11.2,0.9
CPU_ALL,T0006,12.3,11.2,0.0
CPU_ALL,T0007,12.8,12.4,0.0
CPU_ALL,T0008,12.7,9.6,0.0
CPU_ALL,T0009,26.3,33.1,0.0
CPU_ALL,T0010,35.1,9.5,0.1
CPU_ALL,T0011,33.0,16.1,0.0
CPU_ALL,T0012,22.8,24.7,0.2
CPU_ALL,T0013,20.7,42.8,0.2
CPU_ALL,T0014,18.9,67.5,0.0
CPU_ALL,T0015,18.5,45.1,0.1
CPU_ALL,T0016,19.2,60.1,0.1
CPU_ALL,T0017,21.0,54.0,0.1
CPU_ALL,T0018,21.1,62.2,0.0
CPU_ALL,T0019,20.1,67.4,0.2
CPU_ALL,T0020,17.1,79.7,0.0
CPU_ALL,T0021,10.5,75.3,0.0
CPU_ALL,T0022,18.8,77.4,0.0
CPU_ALL,T0023,12.5,74.9,0.1
CPU_ALL,T0024,11.2,74.2,0.1
CPU_ALL,T0025,9.8,80.5,0.0
CPU_ALL,T0026,10.6,72.1,0.0
CPU_ALL,T0027,9.1,72.4,0.0
CPU_ALL,T0028,6.9,72.9,0.0
CPU_ALL,T0029,7.2,70.3,0.0
CPU_ALL,T0030,7.5,72.6,0.0
CPU_ALL,T0031,7.9,58.4,0.3
CPU_ALL,T0032,10.9,39.5,0.0
CPU_ALL,T0033,11.3,32.5,0.0
CPU_ALL,T0034,3.9,7.3,0.0
CPU_ALL,T0035,13.2,63.7,0.0
CPU_ALL,T0036,9.6,54.2,1.0
CPU_ALL,T0037,8.1,36.0,0.0
CPU_ALL,T0038,17.3,50.4,0.0
CPU_ALL,T0039,22.9,74.3,0.0
CPU_ALL,T0040,20.8,74.6,0.0
CPU_ALL,T0041,22.7,75.4,0.0
CPU_ALL,T0042,21.5,78.0,0.0
CPU_ALL,T0043,19.4,75.5,0.0
CPU_ALL,T0044,21.8,78.0,0.0
CPU_ALL,T0045,21.4,78.4,0.0
CPU_ALL,T0046,22.4,77.6,0.0
CPU_ALL,T0047,22.3,77.3,0.0
CPU_ALL,T0048,21.2,78.7,0.0
CPU_ALL,T0049,20.5,78.4,0.0
CPU_ALL,T0050,21.7,77.6,0.0
CPU_ALL,T0051,22.2,77.8,0.0
CPU_ALL,T0052,20.6,78.7,0.0
CPU_ALL,T0053,20.8,78.8,0.0
CPU_ALL,T0054,21.4,78.3,0.0
CPU_ALL,T0055,19.9,79.4,0.0
CPU_ALL,T0056,20.7,76.5,0.0
CPU_ALL,T0057,21.7,77.4,0.1
CPU_ALL,T0058,20.2,78.1,0.0
CPU_ALL,T0059,21.5,78.5,0.0
CPU_ALL,T0060,22.0,77.2,0.0
CPU_ALL,T0061,20.7,78.4,0.0
CPU_ALL,T0062,20.9,79.1,0.0
CPU_ALL,T0063,20.9,77.6,0.0
CPU_ALL,T0064,21.9,77.6,0.0
CPU_ALL,T0065,21.6,78.4,0.0
CPU_ALL,T0066,20.7,77.9,0.0
CPU_ALL,T0067,22.1,77.7,0.0
CPU_ALL,T0068,20.7,79.0,0.0
CPU_ALL,T0069,21.4,78.1,0.0
CPU_ALL,T0070,24.2,73.7,0.0
CPU_ALL,T0071,27.9,71.3,0.0
CPU_ALL,T0072,29.2,69.1,0.0
CPU_ALL,T0073,29.2,69.6,0.0
CPU_ALL,T0074,28.8,69.1,0.1
CPU_ALL,T0075,29.3,68.4,0.0
CPU_ALL,T0076,29.2,69.1,0.0
CPU_ALL,T0077,29.1,68.7,0.1
CPU_ALL,T0078,29.1,68.7,0.0
CPU_ALL,T0079,28.9,68.8,0.0
CPU_ALL,T0080,30.2,68.0,0.0
CPU_ALL,T0081,29.4,69.0,0.0
CPU_ALL,T0082,29.5,67.5,0.1
CPU_ALL,T0083,28.8,67.7,0.0
CPU_ALL,T0084,29.7,68.6,0.0
CPU_ALL,T0085,29.3,68.4,0.0
CPU_ALL,T0086,31.5,66.4,0.0
CPU_ALL,T0087,34.6,62.9,0.1
CPU_ALL,T0088,30.3,68.1,0.0
CPU_ALL,T0089,29.8,67.6,0.0
CPU_ALL,T0090,28.9,69.1,0.1
CPU_ALL,T0091,29.6,68.0,0.0
CPU_ALL,T0092,29.0,69.9,0.0
CPU_ALL,T0093,29.8,67.7,0.0
CPU_ALL,T0094,29.2,68.2,0.1
CPU_ALL,T0095,29.6,67.5,0.1
CPU_ALL,T0096,29.4,65.1,0.1
CPU_ALL,T0097,29.0,68.7,0.0
CPU_ALL,T0098,28.9,68.7,0.0
CPU_ALL,T0099,28.8,69.6,0.0
CPU_ALL,T0100,28.9,70.1,0.1
CPU_ALL,T0101,29.5,68.1,0.0
CPU_ALL,T0102,28.6,69.3,0.0
CPU_ALL,T0103,28.5,67.8,0.1
CPU_ALL,T0104,29.2,68.0,0.0
CPU_ALL,T0105,29.7,67.7,0.0
CPU_ALL,T0106,29.8,68.3,0.0
CPU_ALL,T0107,29.2,68.6,0.0
CPU_ALL,T0108,29.5,67.0,0.1
CPU_ALL,T0109,28.6,69.5,0.0
CPU_ALL,T0110,28.3,69.2,0.0
CPU_ALL,T0111,28.4,68.5,0.1
CPU_ALL,T0112,28.2,68.6,0.0
CPU_ALL,T0113,29.2,69.2,0.0
CPU_ALL,T0114,29.1,67.7,0.0
CPU_ALL,T0115,29.5,64.2,0.1
CPU_ALL,T0116,30.8,67.0,0.0
CPU_ALL,T0117,30.0,67.5,0.0
CPU_ALL,T0118,28.6,68.7,0.1
CPU_ALL,T0119,29.4,67.9,0.0
CPU_ALL,T0120,28.5,68.7,0.0
CPU_ALL,T0121,28.8,70.2,0.1
CPU_ALL,T0122,29.6,66.7,0.0
CPU_ALL,T0123,29.8,67.4,0.0
CPU_ALL,T0124,30.3,67.4,0.0
CPU_ALL,T0125,29.0,66.6,0.1
CPU_ALL,T0126,29.2,68.3,0.0
CPU_ALL,T0127,29.5,67.9,0.0
CPU_ALL,T0128,29.6,68.0,0.1
CPU_ALL,T0129,29.3,67.3,0.0
CPU_ALL,T0130,27.2,70.2,0.1
CPU_ALL,T0131,21.8,77.9,0.0
CPU_ALL,T0132,20.9,76.2,0.0
CPU_ALL,T0133,21.6,77.1,0.0
CPU_ALL,T0134,22.1,75.2,0.0
CPU_ALL,T0135,22.5,76.5,0.0
CPU_ALL,T0136,21.6,75.9,0.0
CPU_ALL,T0137,20.0,74.6,0.0
CPU_ALL,T0138,20.4,77.6,0.0
